TIME,GEO,UNIT,INDIC_IL,SEX,AGE,VALUE
2021,Hungary,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,11044
2005,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,13246
2006,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,13592
2007,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,13407
2008,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,14957
2009,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,15138
2010,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,14422
2011,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,15473
2012,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,16188
2013,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,16174
2014,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,16355
2015,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,17826
2016,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,18434
2017,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,18424
2018,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,18173
2019,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,19227
2020,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,19648
2021,Malta,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,19544
2000,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,15922
2001,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,16437
2005,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,18370
2006,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,19214
2007,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,20282
2008,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,22143
2009,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,21933
2010,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,21572
2011,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,21370
2012,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,21776
2013,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,21482
2014,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,21096
2015,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,21435
2016,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,23805
2017,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,23703
2018,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,24211
2019,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,25002
2020,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,25194
2021,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,27375
2022,Netherlands,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,28174
2000,Austria,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,17409
2001,Austria,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,18198
2003,Austria,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,17270
2004,Austria,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,18216
2005,Austria,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,18930
2006,Austria,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,19757
2007,Austria,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,19943
2008,Austria,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,21307
2009,Austria,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,22171
2010,Austria,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,22396
2011,Austria,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,23210
2012,Austria,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,24177
2013,Austria,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,24202
2014,Austria,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,25043
2015,Austria,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,25430
2016,Austria,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,27040
2017,Austria,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,26866
2018,Austria,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,27085
2019,Austria,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,27511
2020,Austria,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,26875
2021,Austria,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,27589
2005,Poland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,5025
2006,Poland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,5395
2007,Poland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,6069
2008,Poland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,7104
2009,Poland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,7704
2010,Poland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,7836
2011,Poland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,8739
2012,Poland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,9069
2013,Poland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,9595
2014,Poland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,9752
2015,Poland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,10129
2016,Poland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,10992
2017,Poland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,11128
2018,Poland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,11515
2019,Poland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,12435
2020,Poland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,13481
2021,Poland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,13835
2000,Portugal,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,8889
2001,Portugal,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,10300
2004,Portugal,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,8909
2005,Portugal,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,9267
2006,Portugal,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,9639
2007,Portugal,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,10141
2008,Portugal,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,10521
2009,Portugal,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,10336
2010,Portugal,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,10710
2011,Portugal,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,10582
2012,Portugal,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,10659
2013,Portugal,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,10321
2014,Portugal,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,10617
2015,Portugal,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,10575
2016,Portugal,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,11172
2017,Portugal,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,11012
2018,Portugal,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,11182
2019,Portugal,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,11936
2020,Portugal,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,12987
2021,Portugal,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,12629
2007,Romania,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,3055
2008,Romania,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,3382
2009,Romania,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,3870
2010,Romania,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,4092
2011,Romania,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,4308
2012,Romania,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,4350
2013,Romania,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,4557
2014,Romania,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,4637
2015,Romania,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,4996
2016,Romania,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,5363
2017,Romania,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,5839
2018,Romania,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,6996
2019,Romania,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,8067
2020,Romania,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,8502
2021,Romania,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,9427
2005,Slovenia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,11889
2006,Slovenia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,12796
2007,Slovenia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,13551
2008,Slovenia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,14402
2009,Slovenia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,15174
2010,Slovenia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,13751
2011,Slovenia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,14366
2012,Slovenia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,14470
2013,Slovenia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,14524
2014,Slovenia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,14406
2015,Slovenia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,15108
2016,Slovenia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,15303
2017,Slovenia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,15617
2018,Slovenia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,16301
2019,Slovenia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,17413
2020,Slovenia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,17762
2021,Slovenia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,17984
2005,Slovakia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,4528
2006,Slovakia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,5231
2007,Slovakia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,6340
2008,Slovakia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,7533
2009,Slovakia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,8878
2010,Slovakia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,9526
2011,Slovakia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,10119
2012,Slovakia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,11088
2013,Slovakia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,10719
2014,Slovakia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,10909
2015,Slovakia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,11419
2016,Slovakia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,11459
2017,Slovakia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,10295
2018,Slovakia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,10959
2019,Slovakia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,11632
2020,Slovakia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,11219
2000,Finland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,13088
2001,Finland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,14400
2004,Finland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,15530
2005,Finland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,16474
2006,Finland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,17021
2007,Finland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,17938
2008,Finland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,19645
2009,Finland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,19850
2010,Finland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,19928
2011,Finland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,20613
2012,Finland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,21469
2013,Finland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,22244
2014,Finland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,22013
2015,Finland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,22274
2016,Finland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,23616
2017,Finland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,23117
2018,Finland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,23534
2019,Finland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,24844
2020,Finland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,24467
2021,Finland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,23617
2004,Sweden,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,17664
2005,Sweden,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,18740
2006,Sweden,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,19399
2007,Sweden,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,20262
2008,Sweden,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,21811
2009,Sweden,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,22594
2010,Sweden,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,21937
2011,Sweden,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,22336
2012,Sweden,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,23666
2013,Sweden,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,24857
2014,Sweden,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,24549
2015,Sweden,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,25625
2016,Sweden,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,27051
2017,Sweden,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,26160
2018,Sweden,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,26348
2019,Sweden,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,26584
2020,Sweden,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,25317
2021,Sweden,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,25667
2004,Iceland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,19720
2005,Iceland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,19905
2006,Iceland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,22004
2007,Iceland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,24305
2008,Iceland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,26238
2009,Iceland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,25495
2010,Iceland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,22004
2011,Iceland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,21379
2012,Iceland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,22196
2013,Iceland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,23256
2014,Iceland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,24040
2015,Iceland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,25411
2016,Iceland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,27346
2017,Iceland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,26567
2018,Iceland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,28066
2003,Norway,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,22314
2004,Norway,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,22625
2005,Norway,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,22949
2006,Norway,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,26352
2007,Norway,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,25504
2008,Norway,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,28417
2009,Norway,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,29734
2010,Norway,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,28284
2011,Norway,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,29066
2012,Norway,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,30269
2013,Norway,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,32739
2014,Norway,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,34085
2015,Norway,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,34201
2016,Norway,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,34186
2017,Norway,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,32795
2018,Norway,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,32041
2019,Norway,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,33070
2020,Norway,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,34181
2007,Switzerland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,25922
2008,Switzerland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,26129
2009,Switzerland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,27614
2010,Switzerland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,27012
2011,Switzerland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,27880
2012,Switzerland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,28556
2013,Switzerland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,29960
2014,Switzerland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,30344
2015,Switzerland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,30821
2016,Switzerland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,32467
2017,Switzerland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,31314
2018,Switzerland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,31536
2019,Switzerland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,31552
2020,Switzerland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,30563
2021,Switzerland,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,31330
2000,United Kingdom,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,16819
2001,United Kingdom,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,18647
2005,United Kingdom,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,19236
2006,United Kingdom,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,20159
2007,United Kingdom,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,21070
2008,United Kingdom,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,20812
2009,United Kingdom,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,19640
2010,United Kingdom,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,18342
2011,United Kingdom,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,18033
2012,United Kingdom,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,18589
2013,United Kingdom,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,18826
2014,United Kingdom,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,19441
2015,United Kingdom,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,20821
2016,United Kingdom,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,19200
2017,United Kingdom,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,20598
2018,United Kingdom,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,20518
2013,Montenegro,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,6012
2014,Montenegro,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,5916
2015,Montenegro,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,6100
2016,Montenegro,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,6408
2017,Montenegro,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,6803
2018,Montenegro,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,7079
2019,Montenegro,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,7172
2020,Montenegro,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,7368
2012,North Macedonia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,4189
2013,North Macedonia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,4296
2014,North Macedonia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,4440
2015,North Macedonia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,4958
2016,North Macedonia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,5521
2017,North Macedonia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,5880
2018,North Macedonia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,5910
2019,North Macedonia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,5959
2020,North Macedonia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,6762
2017,Albania,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,3857
2018,Albania,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,4459
2019,Albania,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,4642
2020,Albania,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,4740
2013,Serbia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,4704
2014,Serbia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,4426
2015,Serbia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,4461
2016,Serbia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,4766
2017,Serbia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,5000
2018,Serbia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,5190
2019,Serbia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,6168
2020,Serbia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,6751
2021,Serbia,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,6951
2006,Türkiye,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,4601
2007,Türkiye,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,5139
2008,Türkiye,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,5283
2009,Türkiye,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,5699
2010,Türkiye,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,5728
2011,Türkiye,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,6222
2012,Türkiye,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,6752
2013,Türkiye,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,6926
2014,Türkiye,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,7046
2015,Türkiye,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,7275
2016,Türkiye,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,8110
2017,Türkiye,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,8295
2018,Türkiye,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,8123
2019,Türkiye,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,8446
2020,Türkiye,Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,8181
2018,Kosovo (under United Nations Security Council Resolution 1244/99),Purchasing power standard (PPS),Median equivalised net income,Males,From 50 to 64 years,4114
2000,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,21555
2001,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,19878
2003,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,17243
2004,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,17374
2005,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,18972
2006,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,19536
2007,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,20017
2008,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,20817
2009,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,22234
2010,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,23188
2011,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,24132
2012,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,23383
