GEO,UNIT,SEX,NACE_R2,ISCED11,VALUE
United Kingdom,Euro,Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2401
North Macedonia,Euro,Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),467
Albania,Euro,Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),313
Serbia,Euro,Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),477
Türkiye,Euro,Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),622
Belgium,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2190
Bulgaria,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),735
Czechia,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1391
Denmark,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2409
Germany,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2678
Estonia,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1086
Ireland,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1978
Greece,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1514
Spain,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1647
France,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1765
Croatia,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1304
Italy,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2054
Cyprus,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1403
Latvia,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),921
Lithuania,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),934
Luxembourg,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),3453
Hungary,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1070
Malta,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2055
Netherlands,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2316
Austria,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2349
Poland,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1278
Portugal,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),958
Romania,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1577
Slovenia,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1419
Slovakia,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1002
Finland,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1973
Sweden,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2198
Iceland,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2360
Norway,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2569
Switzerland,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),3617
United Kingdom,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1999
North Macedonia,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),936
Albania,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),579
Serbia,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),857
Türkiye,Purchasing power standard (PPS),Females,Education; human health and social work activities; arts entertainment and recreation; other service activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1353
Belgium,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2736
Bulgaria,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),382
Czechia,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),906
Denmark,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),3836
Germany,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2984
Estonia,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),818
Ireland,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2595
Greece,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1531
Spain,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1820
France,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2123
Croatia,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),779
Italy,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2100
Cyprus,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1220
Latvia,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),588
Lithuania,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),532
Luxembourg,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),6091
Hungary,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),635
Malta,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1651
Netherlands,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2697
Austria,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2593
Poland,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),654
Portugal,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),910
Romania,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),616
Slovenia,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1121
Slovakia,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),712
Finland,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2377
Sweden,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2673
Iceland,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),3195
Norway,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),3744
Switzerland,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),6818
United Kingdom,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2606
North Macedonia,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),432
Albania,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),331
Serbia,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),391
Türkiye,Euro,Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),767
Belgium,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2384
Bulgaria,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),735
Czechia,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1235
Denmark,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2710
Germany,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2794
Estonia,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),986
Ireland,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1956
Greece,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1770
Spain,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1902
France,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1869
Croatia,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1110
Italy,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2029
Cyprus,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1357
Latvia,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),769
Lithuania,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),783
Luxembourg,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),4704
Hungary,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),985
Malta,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1939
Netherlands,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2336
Austria,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2315
Poland,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1098
Portugal,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1021
Romania,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1140
Slovenia,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1286
Slovakia,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),893
Finland,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1887
Sweden,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2162
Iceland,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1968
Norway,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2479
Switzerland,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),4371
United Kingdom,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2169
North Macedonia,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),866
Albania,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),612
Serbia,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),703
Türkiye,Purchasing power standard (PPS),Total,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1669
Belgium,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2823
Bulgaria,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),388
Czechia,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),996
Denmark,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),4035
Germany,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2785
Estonia,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),988
Ireland,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2370
Greece,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1868
Spain,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1782
France,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2422
Croatia,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),862
Italy,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2021
Latvia,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),639
Lithuania,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),599
Luxembourg,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),6244
Hungary,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),638
Malta,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1849
Netherlands,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2861
Austria,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2904
Poland,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),703
Portugal,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1047
Romania,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),602
Slovenia,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1131
Slovakia,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),742
Finland,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2711
Sweden,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2789
Iceland,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),3804
Norway,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),3946
Switzerland,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),7253
United Kingdom,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),3067
North Macedonia,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),450
Albania,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),352
Serbia,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),387
Türkiye,Euro,Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),700
Belgium,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2459
Bulgaria,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),745
Czechia,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1357
Denmark,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2851
Germany,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2608
Estonia,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1191
Ireland,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1786
Greece,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2159
Spain,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1862
France,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2132
Croatia,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1228
Italy,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1952
Latvia,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),836
Lithuania,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),881
Luxembourg,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),4822
Hungary,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),990
Malta,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2171
Netherlands,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2477
Austria,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2593
Poland,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1180
Portugal,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1175
Romania,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1113
Slovenia,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1298
Slovakia,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),931
Finland,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2152
Sweden,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2256
Iceland,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2343
Norway,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2612
Switzerland,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),4650
United Kingdom,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2554
North Macedonia,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),902
Albania,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),651
Serbia,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),695
Türkiye,Purchasing power standard (PPS),Males,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1525
Belgium,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2672
Bulgaria,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),381
Czechia,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),891
Denmark,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),3690
Germany,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),3023
Estonia,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),780
Ireland,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2618
Greece,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1235
Spain,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1839
France,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1990
Croatia,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),740
Italy,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2117
Latvia,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),571
Lithuania,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),506
Luxembourg,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),5989
Hungary,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),634
Malta,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1605
Netherlands,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2592
Austria,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2434
Poland,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),641
Portugal,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),871
Romania,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),625
Slovenia,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1119
Slovakia,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),706
Finland,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2249
Sweden,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2635
Iceland,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),3051
Norway,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),3664
Switzerland,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),6578
United Kingdom,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2437
North Macedonia,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),415
Albania,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),320
Serbia,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),394
Türkiye,Euro,Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),866
Belgium,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2328
Bulgaria,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),732
Czechia,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1214
Denmark,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2607
Germany,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2830
Estonia,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),940
Ireland,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1973
Greece,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1428
Spain,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1921
France,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1751
Croatia,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1055
Italy,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2045
Latvia,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),746
Lithuania,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),745
Luxembourg,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),4625
Hungary,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),983
Malta,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1885
Netherlands,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2244
Austria,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2173
Poland,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1077
Portugal,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),978
Romania,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1155
Slovenia,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1283
Slovakia,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),886
Finland,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1786
Sweden,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2132
Iceland,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1880
Norway,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2426
Switzerland,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),4217
United Kingdom,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2029
North Macedonia,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),833
Albania,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),591
Serbia,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),708
Türkiye,Purchasing power standard (PPS),Females,Education,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1886
Belgium,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2527
Bulgaria,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),389
Czechia,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1125
Denmark,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),3364
Germany,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2895
