TIME,GEO,CURRENCY,TAX,NRG_CONS,VALUE
2024-S1,BE,EUR,X_VAT,KWH_GE15000,0.2689
2015-S1,BG,EUR,X_VAT,KWH_GE15000,0.0775
2015-S2,BG,EUR,X_VAT,KWH_GE15000,0.0797
2016-S1,BG,EUR,X_VAT,KWH_GE15000,0.0793
2016-S2,BG,EUR,X_VAT,KWH_GE15000,0.0772
2017-S1,BG,EUR,X_VAT,KWH_GE15000,0.078
2017-S2,BG,EUR,X_VAT,KWH_GE15000,0.0816
2018-S1,BG,EUR,X_VAT,KWH_GE15000,0.0803
2018-S2,BG,EUR,X_VAT,KWH_GE15000,0.0833
2019-S1,BG,EUR,X_VAT,KWH_GE15000,0.0817
2019-S2,BG,EUR,X_VAT,KWH_GE15000,0.0779
2020-S1,BG,EUR,X_VAT,KWH_GE15000,0.0777
2020-S2,BG,EUR,X_VAT,KWH_GE15000,0.0791
2021-S1,BG,EUR,X_VAT,KWH_GE15000,0.0788
2021-S2,BG,EUR,X_VAT,KWH_GE15000,0.0899
2022-S1,BG,EUR,X_VAT,KWH_GE15000,0.0897
2022-S2,BG,EUR,X_VAT,KWH_GE15000,0.095
2023-S1,BG,EUR,X_VAT,KWH_GE15000,0.0933
2023-S2,BG,EUR,X_VAT,KWH_GE15000,0.0983
2024-S1,BG,EUR,X_VAT,KWH_GE15000,0.0974
2015-S1,CZ,EUR,X_VAT,KWH_GE15000,0.0775
2015-S2,CZ,EUR,X_VAT,KWH_GE15000,0.0787
2016-S1,CZ,EUR,X_VAT,KWH_GE15000,0.0854
2016-S2,CZ,EUR,X_VAT,KWH_GE15000,0.0855
2017-S1,CZ,EUR,X_VAT,KWH_GE15000,0.0863
2017-S2,CZ,EUR,X_VAT,KWH_GE15000,0.0893
2018-S1,CZ,EUR,X_VAT,KWH_GE15000,0.0992
2018-S2,CZ,EUR,X_VAT,KWH_GE15000,0.1008
2019-S1,CZ,EUR,X_VAT,KWH_GE15000,0.1117
2019-S2,CZ,EUR,X_VAT,KWH_GE15000,0.1146
2020-S1,CZ,EUR,X_VAT,KWH_GE15000,0.1165
2020-S2,CZ,EUR,X_VAT,KWH_GE15000,0.1133
2021-S1,CZ,EUR,X_VAT,KWH_GE15000,0.1141
2021-S2,CZ,EUR,X_VAT,KWH_GE15000,0.1136
2022-S1,CZ,EUR,X_VAT,KWH_GE15000,0.1424
2022-S2,CZ,EUR,X_VAT,KWH_GE15000,0.1567
2023-S1,CZ,EUR,X_VAT,KWH_GE15000,0.1931
2023-S2,CZ,EUR,X_VAT,KWH_GE15000,0.1956
2024-S1,CZ,EUR,X_VAT,KWH_GE15000,0.2124
2015-S1,DK,EUR,X_VAT,KWH_GE15000,0.1803
2015-S2,DK,EUR,X_VAT,KWH_GE15000,0.1777
2016-S1,DK,EUR,X_VAT,KWH_GE15000,0.177
2016-S2,DK,EUR,X_VAT,KWH_GE15000,0.1762
2017-S1,DK,EUR,X_VAT,KWH_GE15000,0.1743
2017-S2,DK,EUR,X_VAT,KWH_GE15000,0.1717
2018-S1,DK,EUR,X_VAT,KWH_GE15000,0.1761
2018-S2,DK,EUR,X_VAT,KWH_GE15000,0.1886
2019-S1,DK,EUR,X_VAT,KWH_GE15000,0.1759
2019-S2,DK,EUR,X_VAT,KWH_GE15000,0.171
2020-S1,DK,EUR,X_VAT,KWH_GE15000,0.1627
2020-S2,DK,EUR,X_VAT,KWH_GE15000,0.1359
2021-S1,DK,EUR,X_VAT,KWH_GE15000,0.1212
2021-S2,DK,EUR,X_VAT,KWH_GE15000,0.1644
2022-S1,DK,EUR,X_VAT,KWH_GE15000,0.252
2022-S2,DK,EUR,X_VAT,KWH_GE15000,0.3751
2023-S1,DK,EUR,X_VAT,KWH_GE15000,0.2874
2023-S2,DK,EUR,X_VAT,KWH_GE15000,0.1899
2024-S1,DK,EUR,X_VAT,KWH_GE15000,0.1944
2015-S1,DE,EUR,X_VAT,KWH_GE15000,0.2249
2015-S2,DE,EUR,X_VAT,KWH_GE15000,0.2251
2016-S1,DE,EUR,X_VAT,KWH_GE15000,0.2252
2016-S2,DE,EUR,X_VAT,KWH_GE15000,0.2254
2017-S1,DE,EUR,X_VAT,KWH_GE15000,0.2283
2017-S2,DE,EUR,X_VAT,KWH_GE15000,0.228
2018-S1,DE,EUR,X_VAT,KWH_GE15000,0.2241
2018-S2,DE,EUR,X_VAT,KWH_GE15000,0.218
2019-S1,DE,EUR,X_VAT,KWH_GE15000,0.2231
2019-S2,DE,EUR,X_VAT,KWH_GE15000,0.1992
2020-S1,DE,EUR,X_VAT,KWH_GE15000,0.2174
2020-S2,DE,EUR,X_VAT,KWH_GE15000,0.2169
2021-S1,DE,EUR,X_VAT,KWH_GE15000,0.2142
2021-S2,DE,EUR,X_VAT,KWH_GE15000,0.2109
2022-S1,DE,EUR,X_VAT,KWH_GE15000,0.2272
2022-S2,DE,EUR,X_VAT,KWH_GE15000,0.2469
2023-S1,DE,EUR,X_VAT,KWH_GE15000,0.2928
2023-S2,DE,EUR,X_VAT,KWH_GE15000,0.288
2024-S1,DE,EUR,X_VAT,KWH_GE15000,0.2902
2015-S1,EE,EUR,X_VAT,KWH_GE15000,0.0948
2015-S2,EE,EUR,X_VAT,KWH_GE15000,0.0974
2016-S1,EE,EUR,X_VAT,KWH_GE15000,0.0926
2016-S2,EE,EUR,X_VAT,KWH_GE15000,0.0982
2017-S1,EE,EUR,X_VAT,KWH_GE15000,0.0939
2017-S2,EE,EUR,X_VAT,KWH_GE15000,0.0956
2018-S1,EE,EUR,X_VAT,KWH_GE15000,0.0975
2018-S2,EE,EUR,X_VAT,KWH_GE15000,0.1061
2019-S1,EE,EUR,X_VAT,KWH_GE15000,0.0992
2019-S2,EE,EUR,X_VAT,KWH_GE15000,0.1015
2020-S1,EE,EUR,X_VAT,KWH_GE15000,0.0881
2020-S2,EE,EUR,X_VAT,KWH_GE15000,0.0964
2021-S1,EE,EUR,X_VAT,KWH_GE15000,0.1013
2021-S2,EE,EUR,X_VAT,KWH_GE15000,0.1593
2022-S1,EE,EUR,X_VAT,KWH_GE15000,0.1568
2022-S2,EE,EUR,X_VAT,KWH_GE15000,0.1712
2023-S1,EE,EUR,X_VAT,KWH_GE15000,0.1362
2023-S2,EE,EUR,X_VAT,KWH_GE15000,0.1463
2024-S1,EE,EUR,X_VAT,KWH_GE15000,0.1405
2015-S1,IE,EUR,X_VAT,KWH_GE15000,0.1532
2015-S2,IE,EUR,X_VAT,KWH_GE15000,0.1593
2016-S1,IE,EUR,X_VAT,KWH_GE15000,0.1518
2016-S2,IE,EUR,X_VAT,KWH_GE15000,0.1462
2017-S1,IE,EUR,X_VAT,KWH_GE15000,0.1401
2017-S2,IE,EUR,X_VAT,KWH_GE15000,0.1445
2018-S1,IE,EUR,X_VAT,KWH_GE15000,0.1425
2018-S2,IE,EUR,X_VAT,KWH_GE15000,0.1542
2019-S1,IE,EUR,X_VAT,KWH_GE15000,0.1567
2019-S2,IE,EUR,X_VAT,KWH_GE15000,0.1615
2020-S1,IE,EUR,X_VAT,KWH_GE15000,0.1587
2020-S2,IE,EUR,X_VAT,KWH_GE15000,0.1636
2021-S1,IE,EUR,X_VAT,KWH_GE15000,0.157
2021-S2,IE,EUR,X_VAT,KWH_GE15000,0.1833
2022-S1,IE,EUR,X_VAT,KWH_GE15000,0.196
2022-S2,IE,EUR,X_VAT,KWH_GE15000,0.2647
2023-S1,IE,EUR,X_VAT,KWH_GE15000,0.2713
2023-S2,IE,EUR,X_VAT,KWH_GE15000,0.3253
2024-S1,IE,EUR,X_VAT,KWH_GE15000,0.2798
2015-S1,EL,EUR,X_VAT,KWH_GE15000,0.1656
2015-S2,EL,EUR,X_VAT,KWH_GE15000,0.1735
2016-S1,EL,EUR,X_VAT,KWH_GE15000,0.1619
2016-S2,EL,EUR,X_VAT,KWH_GE15000,0.1744
2017-S1,EL,EUR,X_VAT,KWH_GE15000,0.1597
2017-S2,EL,EUR,X_VAT,KWH_GE15000,0.157
2018-S1,EL,EUR,X_VAT,KWH_GE15000,0.1809
2018-S2,EL,EUR,X_VAT,KWH_GE15000,0.1892
2019-S1,EL,EUR,X_VAT,KWH_GE15000,0.1843
2019-S2,EL,EUR,X_VAT,KWH_GE15000,0.1886
2020-S1,EL,EUR,X_VAT,KWH_GE15000,0.1836
2020-S2,EL,EUR,X_VAT,KWH_GE15000,0.1864
2021-S1,EL,EUR,X_VAT,KWH_GE15000,0.1841
2021-S2,EL,EUR,X_VAT,KWH_GE15000,0.2409
2022-S1,EL,EUR,X_VAT,KWH_GE15000,0.2875
2022-S2,EL,EUR,X_VAT,KWH_GE15000,0.3037
2023-S1,EL,EUR,X_VAT,KWH_GE15000,0.2913
2023-S2,EL,EUR,X_VAT,KWH_GE15000,0.2657
2024-S1,EL,EUR,X_VAT,KWH_GE15000,0.2343
2015-S1,ES,EUR,X_VAT,KWH_GE15000,0.1521
2015-S2,ES,EUR,X_VAT,KWH_GE15000,0.1654
2016-S1,ES,EUR,X_VAT,KWH_GE15000,0.146
2016-S2,ES,EUR,X_VAT,KWH_GE15000,0.138
2017-S1,ES,EUR,X_VAT,KWH_GE15000,0.1226
2017-S2,ES,EUR,X_VAT,KWH_GE15000,0.1378
2018-S1,ES,EUR,X_VAT,KWH_GE15000,0.1299
2018-S2,ES,EUR,X_VAT,KWH_GE15000,0.1486
2019-S1,ES,EUR,X_VAT,KWH_GE15000,0.1481
2019-S2,ES,EUR,X_VAT,KWH_GE15000,0.1484
2020-S1,ES,EUR,X_VAT,KWH_GE15000,0.1334
2020-S2,ES,EUR,X_VAT,KWH_GE15000,0.1359
2021-S1,ES,EUR,X_VAT,KWH_GE15000,0.1289
2021-S2,ES,EUR,X_VAT,KWH_GE15000,0.1504
2022-S1,ES,EUR,X_VAT,KWH_GE15000,0.198
2022-S2,ES,EUR,X_VAT,KWH_GE15000,0.2255
2023-S1,ES,EUR,X_VAT,KWH_GE15000,0.2007
2023-S2,ES,EUR,X_VAT,KWH_GE15000,0.1902
2024-S1,ES,EUR,X_VAT,KWH_GE15000,0.18
2015-S1,FR,EUR,X_VAT,KWH_GE15000,0.1276
2015-S2,FR,EUR,X_VAT,KWH_GE15000,0.1294
2016-S1,FR,EUR,X_VAT,KWH_GE15000,0.1299
2016-S2,FR,EUR,X_VAT,KWH_GE15000,0.1311
2017-S1,FR,EUR,X_VAT,KWH_GE15000,0.127
2017-S2,FR,EUR,X_VAT,KWH_GE15000,0.1288
2018-S1,FR,EUR,X_VAT,KWH_GE15000,0.1295
2018-S2,FR,EUR,X_VAT,KWH_GE15000,0.1307
2019-S1,FR,EUR,X_VAT,KWH_GE15000,0.1288
2019-S2,FR,EUR,X_VAT,KWH_GE15000,0.1405
2020-S1,FR,EUR,X_VAT,KWH_GE15000,0.1408
2020-S2,FR,EUR,X_VAT,KWH_GE15000,0.1456
2021-S1,FR,EUR,X_VAT,KWH_GE15000,0.1456
2021-S2,FR,EUR,X_VAT,KWH_GE15000,0.1505
2022-S1,FR,EUR,X_VAT,KWH_GE15000,0.1566
2022-S2,FR,EUR,X_VAT,KWH_GE15000,0.1576
2023-S1,FR,EUR,X_VAT,KWH_GE15000,0.1695
2023-S2,FR,EUR,X_VAT,KWH_GE15000,0.1893
2024-S1,FR,EUR,X_VAT,KWH_GE15000,0.2074
2015-S1,HR,EUR,X_VAT,KWH_GE15000,0.0975
2015-S2,HR,EUR,X_VAT,KWH_GE15000,0.0975
2016-S1,HR,EUR,X_VAT,KWH_GE15000,0.0973
2016-S2,HR,EUR,X_VAT,KWH_GE15000,0.0994
2017-S1,HR,EUR,X_VAT,KWH_GE15000,0.0984
2017-S2,HR,EUR,X_VAT,KWH_GE15000,0.1025
2018-S1,HR,EUR,X_VAT,KWH_GE15000,0.1089
2018-S2,HR,EUR,X_VAT,KWH_GE15000,0.11
2019-S1,HR,EUR,X_VAT,KWH_GE15000,0.1094
2019-S2,HR,EUR,X_VAT,KWH_GE15000,0.1101
2020-S1,HR,EUR,X_VAT,KWH_GE15000,0.1078
2020-S2,HR,EUR,X_VAT,KWH_GE15000,0.1086
2021-S1,HR,EUR,X_VAT,KWH_GE15000,0.1074
2021-S2,HR,EUR,X_VAT,KWH_GE15000,0.1088
2022-S1,HR,EUR,X_VAT,KWH_GE15000,0.1116
2022-S2,HR,EUR,X_VAT,KWH_GE15000,0.1243
2023-S1,HR,EUR,X_VAT,KWH_GE15000,0.14
2023-S2,HR,EUR,X_VAT,KWH_GE15000,0.1404
2024-S1,HR,EUR,X_VAT,KWH_GE15000,0.1399
2015-S1,IT,EUR,X_VAT,KWH_GE15000,0.2985
2015-S2,IT,EUR,X_VAT,KWH_GE15000,0.3093
2016-S1,IT,EUR,X_VAT,KWH_GE15000,0.2538
2016-S2,IT,EUR,X_VAT,KWH_GE15000,0.2316
2017-S1,IT,EUR,X_VAT,KWH_GE15000,0.1974
2017-S2,IT,EUR,X_VAT,KWH_GE15000,0.1848
2018-S1,IT,EUR,X_VAT,KWH_GE15000,0.1826
2018-S2,IT,EUR,X_VAT,KWH_GE15000,0.1868
2019-S1,IT,EUR,X_VAT,KWH_GE15000,0.2034
2019-S2,IT,EUR,X_VAT,KWH_GE15000,0.2047
2020-S1,IT,EUR,X_VAT,KWH_GE15000,0.1693
2020-S2,IT,EUR,X_VAT,KWH_GE15000,0.1615
2021-S1,IT,EUR,X_VAT,KWH_GE15000,0.1773
2021-S2,IT,EUR,X_VAT,KWH_GE15000,0.1948
2022-S1,IT,EUR,X_VAT,KWH_GE15000,0.2625
2022-S2,IT,EUR,X_VAT,KWH_GE15000,0.3235
2023-S1,IT,EUR,X_VAT,KWH_GE15000,0.3138
2023-S2,IT,EUR,X_VAT,KWH_GE15000,0.2261
2024-S1,IT,EUR,X_VAT,KWH_GE15000,0.2533
2015-S1,CY,EUR,X_VAT,KWH_GE15000,0.1446
2015-S2,CY,EUR,X_VAT,KWH_GE15000,0.1569
2016-S1,CY,EUR,X_VAT,KWH_GE15000,0.1117
2016-S2,CY,EUR,X_VAT,KWH_GE15000,0.1386
2017-S1,CY,EUR,X_VAT,KWH_GE15000,0.1369
2017-S2,CY,EUR,X_VAT,KWH_GE15000,0.1562
2018-S1,CY,EUR,X_VAT,KWH_GE15000,0.1428
2018-S2,CY,EUR,X_VAT,KWH_GE15000,0.1786
2019-S1,CY,EUR,X_VAT,KWH_GE15000,0.1543
2019-S2,CY,EUR,X_VAT,KWH_GE15000,0.1807
2020-S1,CY,EUR,X_VAT,KWH_GE15000,0.1533
2020-S2,CY,EUR,X_VAT,KWH_GE15000,0.1359
2021-S1,CY,EUR,X_VAT,KWH_GE15000,0.1396
2021-S2,CY,EUR,X_VAT,KWH_GE15000,0.1869
2022-S1,CY,EUR,X_VAT,KWH_GE15000,0.2041
2022-S2,CY,EUR,X_VAT,KWH_GE15000,0.2887
2023-S1,CY,EUR,X_VAT,KWH_GE15000,0.2853
2023-S2,CY,EUR,X_VAT,KWH_GE15000,0.282
2024-S1,CY,EUR,X_VAT,KWH_GE15000,0.2445
2015-S1,LV,EUR,X_VAT,KWH_GE15000,0.1321
2015-S2,LV,EUR,X_VAT,KWH_GE15000,0.1342
2016-S1,LV,EUR,X_VAT,KWH_GE15000,0.1308
2016-S2,LV,EUR,X_VAT,KWH_GE15000,0.1324
2017-S1,LV,EUR,X_VAT,KWH_GE15000,0.1283
2017-S2,LV,EUR,X_VAT,KWH_GE15000,0.1296
2018-S1,LV,EUR,X_VAT,KWH_GE15000,0.1211
2018-S2,LV,EUR,X_VAT,KWH_GE15000,0.1225
2019-S1,LV,EUR,X_VAT,KWH_GE15000,0.1271
2019-S2,LV,EUR,X_VAT,KWH_GE15000,0.1301
2020-S1,LV,EUR,X_VAT,KWH_GE15000,0.1233
2020-S2,LV,EUR,X_VAT,KWH_GE15000,0.1262
2021-S1,LV,EUR,X_VAT,KWH_GE15000,0.1178
2021-S2,LV,EUR,X_VAT,KWH_GE15000,0.1584
2022-S1,LV,EUR,X_VAT,KWH_GE15000,0.1268
2022-S2,LV,EUR,X_VAT,KWH_GE15000,0.2299
2023-S1,LV,EUR,X_VAT,KWH_GE15000,0.2355
2023-S2,LV,EUR,X_VAT,KWH_GE15000,0.1896
2024-S1,LV,EUR,X_VAT,KWH_GE15000,0.1822
2015-S1,LT,EUR,X_VAT,KWH_GE15000,0.0934
2015-S2,LT,EUR,X_VAT,KWH_GE15000,0.0936
2016-S1,LT,EUR,X_VAT,KWH_GE15000,0.0913
2016-S2,LT,EUR,X_VAT,KWH_GE15000,0.0869
2017-S1,LT,EUR,X_VAT,KWH_GE15000,0.0816
2017-S2,LT,EUR,X_VAT,KWH_GE15000,0.0819
2018-S1,LT,EUR,X_VAT,KWH_GE15000,0.0808
2018-S2,LT,EUR,X_VAT,KWH_GE15000,0.0811
2019-S1,LT,EUR,X_VAT,KWH_GE15000,0.0917
2019-S2,LT,EUR,X_VAT,KWH_GE15000,0.0936
2020-S1,LT,EUR,X_VAT,KWH_GE15000,0.1057
2020-S2,LT,EUR,X_VAT,KWH_GE15000,0.0995
2021-S1,LT,EUR,X_VAT,KWH_GE15000,0.102
2021-S2,LT,EUR,X_VAT,KWH_GE15000,0.1187
2022-S1,LT,EUR,X_VAT,KWH_GE15000,0.1176
2022-S2,LT,EUR,X_VAT,KWH_GE15000,0.1745
2023-S1,LT,EUR,X_VAT,KWH_GE15000,0.2371
2023-S2,LT,EUR,X_VAT,KWH_GE15000,0.1966
2024-S1,LT,EUR,X_VAT,KWH_GE15000,0.1795
2015-S1,LU,EUR,X_VAT,KWH_GE15000,0.1409
2015-S2,LU,EUR,X_VAT,KWH_GE15000,0.1408
2016-S1,LU,EUR,X_VAT,KWH_GE15000,0.1346
2016-S2,LU,EUR,X_VAT,KWH_GE15000,0.1347
2017-S1,LU,EUR,X_VAT,KWH_GE15000,0.1226
2017-S2,LU,EUR,X_VAT,KWH_GE15000,0.1224
2018-S1,LU,EUR,X_VAT,KWH_GE15000,0.1246
2018-S2,LU,EUR,X_VAT,KWH_GE15000,0.1261
2019-S1,LU,EUR,X_VAT,KWH_GE15000,0.1344
2019-S2,LU,EUR,X_VAT,KWH_GE15000,0.1343
2020-S1,LU,EUR,X_VAT,KWH_GE15000,0.1492
2020-S2,LU,EUR,X_VAT,KWH_GE15000,0.1493
2021-S1,LU,EUR,X_VAT,KWH_GE15000,0.1513
2021-S2,LU,EUR,X_VAT,KWH_GE15000,0.1514
2022-S1,LU,EUR,X_VAT,KWH_GE15000,0.1539
2022-S2,LU,EUR,X_VAT,KWH_GE15000,0.1561
2023-S1,LU,EUR,X_VAT,KWH_GE15000,0.1474
2023-S2,LU,EUR,X_VAT,KWH_GE15000,0.1503
2024-S1,LU,EUR,X_VAT,KWH_GE15000,0.15
2015-S1,HU,EUR,X_VAT,KWH_GE15000,0.0888
2015-S2,HU,EUR,X_VAT,KWH_GE15000,0.0935
2016-S1,HU,EUR,X_VAT,KWH_GE15000,0.0888
2016-S2,HU,EUR,X_VAT,KWH_GE15000,0.0892
2017-S1,HU,EUR,X_VAT,KWH_GE15000,0.0864
2017-S2,HU,EUR,X_VAT,KWH_GE15000,0.0886
2018-S1,HU,EUR,X_VAT,KWH_GE15000,0.0867
2018-S2,HU,EUR,X_VAT,KWH_GE15000,0.0849
2019-S1,HU,EUR,X_VAT,KWH_GE15000,0.0853
2019-S2,HU,EUR,X_VAT,KWH_GE15000,0.0837
2020-S1,HU,EUR,X_VAT,KWH_GE15000,0.0836
2020-S2,HU,EUR,X_VAT,KWH_GE15000,0.0819
2021-S1,HU,EUR,X_VAT,KWH_GE15000,0.0782
2021-S2,HU,EUR,X_VAT,KWH_GE15000,0.0803
2022-S1,HU,EUR,X_VAT,KWH_GE15000,0.0759
2022-S2,HU,EUR,X_VAT,KWH_GE15000,0.1042
2023-S1,HU,EUR,X_VAT,KWH_GE15000,0.1296
2023-S2,HU,EUR,X_VAT,KWH_GE15000,0.1322
2024-S1,HU,EUR,X_VAT,KWH_GE15000,0.1255
2015-S1,MT,EUR,X_VAT,KWH_GE15000,0.3463
2015-S2,MT,EUR,X_VAT,KWH_GE15000,0.3291
2016-S1,MT,EUR,X_VAT,KWH_GE15000,0.345
2016-S2,MT,EUR,X_VAT,KWH_GE15000,0.3749
2017-S1,MT,EUR,X_VAT,KWH_GE15000,0.3599
2017-S2,MT,EUR,X_VAT,KWH_GE15000,0.3326
2018-S1,MT,EUR,X_VAT,KWH_GE15000,0.339
2018-S2,MT,EUR,X_VAT,KWH_GE15000,0.3193
2019-S1,MT,EUR,X_VAT,KWH_GE15000,0.3086
2019-S2,MT,EUR,X_VAT,KWH_GE15000,0.3046
2020-S1,MT,EUR,X_VAT,KWH_GE15000,0.3006
2020-S2,MT,EUR,X_VAT,KWH_GE15000,0.2979
2021-S1,MT,EUR,X_VAT,KWH_GE15000,0.3018
2021-S2,MT,EUR,X_VAT,KWH_GE15000,0.2954
2022-S1,MT,EUR,X_VAT,KWH_GE15000,0.2994
2022-S2,MT,EUR,X_VAT,KWH_GE15000,0.2803
2023-S1,MT,EUR,X_VAT,KWH_GE15000,0.2784
2023-S2,MT,EUR,X_VAT,KWH_GE15000,0.2735
2024-S1,MT,EUR,X_VAT,KWH_GE15000,0.299
2015-S1,NL,EUR,X_VAT,KWH_GE15000,0.2175
2015-S2,NL,EUR,X_VAT,KWH_GE15000,0.1634
2016-S1,NL,EUR,X_VAT,KWH_GE15000,0.201
2016-S2,NL,EUR,X_VAT,KWH_GE15000,0.1662
2017-S1,NL,EUR,X_VAT,KWH_GE15000,0.1862
2018-S1,NL,EUR,X_VAT,KWH_GE15000,0.1984
2018-S2,NL,EUR,X_VAT,KWH_GE15000,0.1699
2019-S1,NL,EUR,X_VAT,KWH_GE15000,0.2205
2019-S2,NL,EUR,X_VAT,KWH_GE15000,0.1943
2020-S1,NL,EUR,X_VAT,KWH_GE15000,0.2162
2020-S2,NL,EUR,X_VAT,KWH_GE15000,0.1926
2021-S1,NL,EUR,X_VAT,KWH_GE15000,0.2185
2021-S2,NL,EUR,X_VAT,KWH_GE15000,0.2127
2022-S1,NL,EUR,X_VAT,KWH_GE15000,0.2164
2022-S2,NL,EUR,X_VAT,KWH_GE15000,0.3351
2023-S1,NL,EUR,X_VAT,KWH_GE15000,0.5093
2023-S2,NL,EUR,X_VAT,KWH_GE15000,0.2982
2024-S1,NL,EUR,X_VAT,KWH_GE15000,0.3143
2015-S1,AT,EUR,X_VAT,KWH_GE15000,0.1265
2015-S2,AT,EUR,X_VAT,KWH_GE15000,0.1242
2016-S1,AT,EUR,X_VAT,KWH_GE15000,0.1264
2016-S2,AT,EUR,X_VAT,KWH_GE15000,0.1242
2017-S1,AT,EUR,X_VAT,KWH_GE15000,0.13
2017-S2,AT,EUR,X_VAT,KWH_GE15000,0.1315
2018-S1,AT,EUR,X_VAT,KWH_GE15000,0.1284
2018-S2,AT,EUR,X_VAT,KWH_GE15000,0.1335
2019-S1,AT,EUR,X_VAT,KWH_GE15000,0.1324
2019-S2,AT,EUR,X_VAT,KWH_GE15000,0.1348
2020-S1,AT,EUR,X_VAT,KWH_GE15000,0.1403
2020-S2,AT,EUR,X_VAT,KWH_GE15000,0.144
2021-S1,AT,EUR,X_VAT,KWH_GE15000,0.1455
2021-S2,AT,EUR,X_VAT,KWH_GE15000,0.1487
2022-S1,AT,EUR,X_VAT,KWH_GE15000,0.1542
2022-S2,AT,EUR,X_VAT,KWH_GE15000,0.183
2023-S1,AT,EUR,X_VAT,KWH_GE15000,0.2216
2023-S2,AT,EUR,X_VAT,KWH_GE15000,0.2457
2024-S1,AT,EUR,X_VAT,KWH_GE15000,0.2378
2015-S1,PL,EUR,X_VAT,KWH_GE15000,0.1111
2015-S2,PL,EUR,X_VAT,KWH_GE15000,0.1095
2016-S1,PL,EUR,X_VAT,KWH_GE15000,0.103
2016-S2,PL,EUR,X_VAT,KWH_GE15000,0.1038
2017-S1,PL,EUR,X_VAT,KWH_GE15000,0.1068
2017-S2,PL,EUR,X_VAT,KWH_GE15000,0.1079
2018-S1,PL,EUR,X_VAT,KWH_GE15000,0.1032
2018-S2,PL,EUR,X_VAT,KWH_GE15000,0.1016
2019-S1,PL,EUR,X_VAT,KWH_GE15000,0.101
2019-S2,PL,EUR,X_VAT,KWH_GE15000,0.1024
2020-S1,PL,EUR,X_VAT,KWH_GE15000,0.1123
2020-S2,PL,EUR,X_VAT,KWH_GE15000,0.1135
2021-S1,PL,EUR,X_VAT,KWH_GE15000,0.1117
2021-S2,PL,EUR,X_VAT,KWH_GE15000,0.1119
2022-S1,PL,EUR,X_VAT,KWH_GE15000,0.1208
2022-S2,PL,EUR,X_VAT,KWH_GE15000,0.1345
2023-S1,PL,EUR,X_VAT,KWH_GE15000,0.1805
2023-S2,PL,EUR,X_VAT,KWH_GE15000,0.2224
2024-S1,PL,EUR,X_VAT,KWH_GE15000,0.2219
2015-S1,PT,EUR,X_VAT,KWH_GE15000,0.1703
2015-S2,PT,EUR,X_VAT,KWH_GE15000,0.1683
2016-S1,PT,EUR,X_VAT,KWH_GE15000,0.1751
2016-S2,PT,EUR,X_VAT,KWH_GE15000,0.1757
2017-S1,PT,EUR,X_VAT,KWH_GE15000,0.1758
2017-S2,PT,EUR,X_VAT,KWH_GE15000,0.1706
2018-S1,PT,EUR,X_VAT,KWH_GE15000,0.1665
2018-S2,PT,EUR,X_VAT,KWH_GE15000,0.1668
2019-S1,PT,EUR,X_VAT,KWH_GE15000,0.1591
2019-S2,PT,EUR,X_VAT,KWH_GE15000,0.1593
2020-S1,PT,EUR,X_VAT,KWH_GE15000,0.1559
2020-S2,PT,EUR,X_VAT,KWH_GE15000,0.1575
2021-S1,PT,EUR,X_VAT,KWH_GE15000,0.1554
2021-S2,PT,EUR,X_VAT,KWH_GE15000,0.1627
2022-S1,PT,EUR,X_VAT,KWH_GE15000,0.1644
2022-S2,PT,EUR,X_VAT,KWH_GE15000,0.1668
2023-S1,PT,EUR,X_VAT,KWH_GE15000,0.1673
2023-S2,PT,EUR,X_VAT,KWH_GE15000,0.1825
2024-S1,PT,EUR,X_VAT,KWH_GE15000,0.189
2015-S1,RO,EUR,X_VAT,KWH_GE15000,0.1008
2015-S2,RO,EUR,X_VAT,KWH_GE15000,0.1028
2016-S1,RO,EUR,X_VAT,KWH_GE15000,0.0979
2016-S2,RO,EUR,X_VAT,KWH_GE15000,0.0977
2017-S1,RO,EUR,X_VAT,KWH_GE15000,0.096
2017-S2,RO,EUR,X_VAT,KWH_GE15000,0.1024
2018-S1,RO,EUR,X_VAT,KWH_GE15000,0.1075
2018-S2,RO,EUR,X_VAT,KWH_GE15000,0.1045
2019-S1,RO,EUR,X_VAT,KWH_GE15000,0.1139
2019-S2,RO,EUR,X_VAT,KWH_GE15000,0.119
2020-S1,RO,EUR,X_VAT,KWH_GE15000,0.1205
2020-S2,RO,EUR,X_VAT,KWH_GE15000,0.1185
2021-S1,RO,EUR,X_VAT,KWH_GE15000,0.1229
2021-S2,RO,EUR,X_VAT,KWH_GE15000,0.1282
2022-S1,RO,EUR,X_VAT,KWH_GE15000,0.1835
2022-S2,RO,EUR,X_VAT,KWH_GE15000,0.2398
2023-S1,RO,EUR,X_VAT,KWH_GE15000,0.166
2023-S2,RO,EUR,X_VAT,KWH_GE15000,0.1443
2024-S1,RO,EUR,X_VAT,KWH_GE15000,0.1591
2015-S1,SI,EUR,X_VAT,KWH_GE15000,0.1042
2015-S2,SI,EUR,X_VAT,KWH_GE15000,0.1055
2016-S1,SI,EUR,X_VAT,KWH_GE15000,0.1038
2016-S2,SI,EUR,X_VAT,KWH_GE15000,0.1042
2017-S1,SI,EUR,X_VAT,KWH_GE15000,0.1022
