TIME,GEO,COFOG99,UNIT,VALUE
2003,RO,GF10,PC_TOT,28.2
2004,RO,GF10,PC_TOT,29.3
2005,RO,GF10,PC_TOT,30.2
2006,RO,GF10,PC_TOT,28
2007,RO,GF10,PC_TOT,26.7
2008,RO,GF10,PC_TOT,29.1
2009,RO,GF10,PC_TOT,32.8
2010,RO,GF10,PC_TOT,34.4
2011,RO,GF10,PC_TOT,32.4
2012,RO,GF10,PC_TOT,32.7
2013,RO,GF10,PC_TOT,32.2
2014,RO,GF10,PC_TOT,32.1
2015,RO,GF10,PC_TOT,31.8
2016,RO,GF10,PC_TOT,33.4
2017,RO,GF10,PC_TOT,34.9
2018,RO,GF10,PC_TOT,33.5
2019,RO,GF10,PC_TOT,32.5
2020,RO,GF10,PC_TOT,32.8
2021,RO,GF10,PC_TOT,33.3
2022,RO,GF10,PC_TOT,33.1
2000,SI,GF10,PC_TOT,37.5
2001,SI,GF10,PC_TOT,36.3
2002,SI,GF10,PC_TOT,37.5
2003,SI,GF10,PC_TOT,37.4
2004,SI,GF10,PC_TOT,37.5
2005,SI,GF10,PC_TOT,38.1
2006,SI,GF10,PC_TOT,37.7
2007,SI,GF10,PC_TOT,37.4
2008,SI,GF10,PC_TOT,36.6
2009,SI,GF10,PC_TOT,37.3
2010,SI,GF10,PC_TOT,38.3
2011,SI,GF10,PC_TOT,38.5
2012,SI,GF10,PC_TOT,39.5
2013,SI,GF10,PC_TOT,32.4
2014,SI,GF10,PC_TOT,36.9
2015,SI,GF10,PC_TOT,37.5
2016,SI,GF10,PC_TOT,38.2
2017,SI,GF10,PC_TOT,38.7
2018,SI,GF10,PC_TOT,38.2
2019,SI,GF10,PC_TOT,37.9
2020,SI,GF10,PC_TOT,36.3
2021,SI,GF10,PC_TOT,35.7
2022,SI,GF10,PC_TOT,37.3
2000,SK,GF10,PC_TOT,27
2001,SK,GF10,PC_TOT,31.6
2002,SK,GF10,PC_TOT,32.2
2003,SK,GF10,PC_TOT,33.8
2004,SK,GF10,PC_TOT,36.6
2005,SK,GF10,PC_TOT,36
2006,SK,GF10,PC_TOT,33.5
2007,SK,GF10,PC_TOT,35.6
2008,SK,GF10,PC_TOT,33.6
2009,SK,GF10,PC_TOT,33.9
2010,SK,GF10,PC_TOT,35.6
2011,SK,GF10,PC_TOT,35.1
2012,SK,GF10,PC_TOT,36.1
2013,SK,GF10,PC_TOT,35.8
2014,SK,GF10,PC_TOT,34.6
2015,SK,GF10,PC_TOT,32.1
2016,SK,GF10,PC_TOT,35
2017,SK,GF10,PC_TOT,36.8
2018,SK,GF10,PC_TOT,36.1
2019,SK,GF10,PC_TOT,35.2
2020,SK,GF10,PC_TOT,35.5
2021,SK,GF10,PC_TOT,35.1
2022,SK,GF10,PC_TOT,36.9
2000,FI,GF10,PC_TOT,40.7
2001,FI,GF10,PC_TOT,40.6
2002,FI,GF10,PC_TOT,41.1
2003,FI,GF10,PC_TOT,41.2
2004,FI,GF10,PC_TOT,41.3
2005,FI,GF10,PC_TOT,40.9
2006,FI,GF10,PC_TOT,40.8
2007,FI,GF10,PC_TOT,40.9
2008,FI,GF10,PC_TOT,40.3
2009,FI,GF10,PC_TOT,41.6
2010,FI,GF10,PC_TOT,41.9
2011,FI,GF10,PC_TOT,41.9
2012,FI,GF10,PC_TOT,42.5
2013,FI,GF10,PC_TOT,43.3
2014,FI,GF10,PC_TOT,44
2015,FI,GF10,PC_TOT,44.7
2016,FI,GF10,PC_TOT,45.8
2017,FI,GF10,PC_TOT,45.8
2018,FI,GF10,PC_TOT,45.4
2019,FI,GF10,PC_TOT,45.1
2020,FI,GF10,PC_TOT,44.6
2021,FI,GF10,PC_TOT,44.3
2022,FI,GF10,PC_TOT,44.1
2000,SE,GF10,PC_TOT,42.1
2001,SE,GF10,PC_TOT,42.2
2002,SE,GF10,PC_TOT,41.7
2003,SE,GF10,PC_TOT,43.1
2004,SE,GF10,PC_TOT,43.4
2005,SE,GF10,PC_TOT,43.1
2006,SE,GF10,PC_TOT,42.4
2007,SE,GF10,PC_TOT,41.7
2008,SE,GF10,PC_TOT,40.8
2009,SE,GF10,PC_TOT,41.8
2010,SE,GF10,PC_TOT,41.3
2011,SE,GF10,PC_TOT,40.4
2012,SE,GF10,PC_TOT,41
2013,SE,GF10,PC_TOT,41.3
2014,SE,GF10,PC_TOT,41.1
2015,SE,GF10,PC_TOT,41.4
2016,SE,GF10,PC_TOT,42
2017,SE,GF10,PC_TOT,41.4
2018,SE,GF10,PC_TOT,40.1
2019,SE,GF10,PC_TOT,39.5
2020,SE,GF10,PC_TOT,38.4
2021,SE,GF10,PC_TOT,38.5
2022,SE,GF10,PC_TOT,37.6
2000,IS,GF10,PC_TOT,17.7
2001,IS,GF10,PC_TOT,16.3
2002,IS,GF10,PC_TOT,18.3
2003,IS,GF10,PC_TOT,19.6
2004,IS,GF10,PC_TOT,19.5
2005,IS,GF10,PC_TOT,19
2006,IS,GF10,PC_TOT,17.7
2007,IS,GF10,PC_TOT,18
2008,IS,GF10,PC_TOT,13.9
2009,IS,GF10,PC_TOT,20
2010,IS,GF10,PC_TOT,21.2
2011,IS,GF10,PC_TOT,21.3
2012,IS,GF10,PC_TOT,21.5
2013,IS,GF10,PC_TOT,21.4
2014,IS,GF10,PC_TOT,21.4
2015,IS,GF10,PC_TOT,20.9
2016,IS,GF10,PC_TOT,28.3
2017,IS,GF10,PC_TOT,21.8
2018,IS,GF10,PC_TOT,22.4
2019,IS,GF10,PC_TOT,24.5
2020,IS,GF10,PC_TOT,27.3
2021,IS,GF10,PC_TOT,26.5
2022,IS,GF10,PC_TOT,23.3
2000,NO,GF10,PC_TOT,36.7
2001,NO,GF10,PC_TOT,37.2
2002,NO,GF10,PC_TOT,37.5
2003,NO,GF10,PC_TOT,37.7
2004,NO,GF10,PC_TOT,38.4
2005,NO,GF10,PC_TOT,38
2006,NO,GF10,PC_TOT,37.2
2007,NO,GF10,PC_TOT,37
2008,NO,GF10,PC_TOT,37.5
2009,NO,GF10,PC_TOT,38.4
2010,NO,GF10,PC_TOT,38.9
2011,NO,GF10,PC_TOT,39.3
2012,NO,GF10,PC_TOT,39.9
2013,NO,GF10,PC_TOT,39.7
2014,NO,GF10,PC_TOT,39.4
2015,NO,GF10,PC_TOT,39.6
2016,NO,GF10,PC_TOT,39.8
2017,NO,GF10,PC_TOT,39.4
2018,NO,GF10,PC_TOT,38.9
2019,NO,GF10,PC_TOT,38.3
2020,NO,GF10,PC_TOT,38.1
2021,NO,GF10,PC_TOT,38.5
2022,NO,GF10,PC_TOT,37.3
2000,CH,GF10,PC_TOT,40.7
2001,CH,GF10,PC_TOT,38.1
2002,CH,GF10,PC_TOT,40.8
2003,CH,GF10,PC_TOT,38.9
2004,CH,GF10,PC_TOT,40.2
2005,CH,GF10,PC_TOT,39.6
2006,CH,GF10,PC_TOT,39.3
2007,CH,GF10,PC_TOT,39.3
2008,CH,GF10,PC_TOT,38.5
2009,CH,GF10,PC_TOT,38.4
2010,CH,GF10,PC_TOT,38.9
2011,CH,GF10,PC_TOT,38.8
2012,CH,GF10,PC_TOT,38.6
2013,CH,GF10,PC_TOT,39.8
2014,CH,GF10,PC_TOT,39.6
2015,CH,GF10,PC_TOT,39.5
2016,CH,GF10,PC_TOT,39.8
2017,CH,GF10,PC_TOT,39.6
2018,CH,GF10,PC_TOT,39.5
2019,CH,GF10,PC_TOT,39.3
2020,CH,GF10,PC_TOT,43.2
2021,CH,GF10,PC_TOT,39.6
2022,CH,GF10,PC_TOT,39.2
2001,BE,GF1001,PC_TOT,4.7
2002,BE,GF1001,PC_TOT,4.8
2003,BE,GF1001,PC_TOT,4.9
2004,BE,GF1001,PC_TOT,5
2005,BE,GF1001,PC_TOT,4.8
2006,BE,GF1001,PC_TOT,4.9
2007,BE,GF1001,PC_TOT,4.9
2008,BE,GF1001,PC_TOT,4.9
2009,BE,GF1001,PC_TOT,5
2010,BE,GF1001,PC_TOT,5
2011,BE,GF1001,PC_TOT,4.9
2012,BE,GF1001,PC_TOT,5
2013,BE,GF1001,PC_TOT,5.4
2014,BE,GF1001,PC_TOT,5.6
2015,BE,GF1001,PC_TOT,5.9
2016,BE,GF1001,PC_TOT,6.1
2017,BE,GF1001,PC_TOT,6.2
2018,BE,GF1001,PC_TOT,6.4
2019,BE,GF1001,PC_TOT,6.6
2020,BE,GF1001,PC_TOT,6.4
2021,BE,GF1001,PC_TOT,6.6
2022,BE,GF1001,PC_TOT,6.9
2000,BG,GF1001,PC_TOT,3.5
2001,BG,GF1001,PC_TOT,4.9
2003,BG,GF1001,PC_TOT,3
2004,BG,GF1001,PC_TOT,5.4
2005,BG,GF1001,PC_TOT,5.1
2006,BG,GF1001,PC_TOT,6.7
2007,BG,GF1001,PC_TOT,4.5
2008,BG,GF1001,PC_TOT,6.7
2009,BG,GF1001,PC_TOT,0.7
2010,BG,GF1001,PC_TOT,0.7
2011,BG,GF1001,PC_TOT,0.5
2012,BG,GF1001,PC_TOT,0.7
2013,BG,GF1001,PC_TOT,0.7
2014,BG,GF1001,PC_TOT,0.6
2015,BG,GF1001,PC_TOT,0.6
2016,BG,GF1001,PC_TOT,0.6
2017,BG,GF1001,PC_TOT,0.7
2018,BG,GF1001,PC_TOT,0.7
2019,BG,GF1001,PC_TOT,1.2
2020,BG,GF1001,PC_TOT,1.4
2021,BG,GF1001,PC_TOT,1
2022,BG,GF1001,PC_TOT,1.6
2000,CZ,GF1001,PC_TOT,7.7
2001,CZ,GF1001,PC_TOT,7.1
2002,CZ,GF1001,PC_TOT,7.5
2003,CZ,GF1001,PC_TOT,6.8
2004,CZ,GF1001,PC_TOT,6.9
2005,CZ,GF1001,PC_TOT,7
2006,CZ,GF1001,PC_TOT,7
2007,CZ,GF1001,PC_TOT,7
2008,CZ,GF1001,PC_TOT,6.9
2009,CZ,GF1001,PC_TOT,6.4
2010,CZ,GF1001,PC_TOT,5.4
2011,CZ,GF1001,PC_TOT,5.2
2012,CZ,GF1001,PC_TOT,4.9
2013,CZ,GF1001,PC_TOT,5.2
2014,CZ,GF1001,PC_TOT,5.1
2015,CZ,GF1001,PC_TOT,5
2016,CZ,GF1001,PC_TOT,5.2
2017,CZ,GF1001,PC_TOT,5.3
2018,CZ,GF1001,PC_TOT,5.2
2019,CZ,GF1001,PC_TOT,5.4
2020,CZ,GF1001,PC_TOT,5.7
2021,CZ,GF1001,PC_TOT,5.3
2022,CZ,GF1001,PC_TOT,5.2
2000,DK,GF1001,PC_TOT,8.1
2001,DK,GF1001,PC_TOT,8.3
2002,DK,GF1001,PC_TOT,8.5
2003,DK,GF1001,PC_TOT,8.9
2004,DK,GF1001,PC_TOT,9
2005,DK,GF1001,PC_TOT,9.2
2006,DK,GF1001,PC_TOT,9.4
2007,DK,GF1001,PC_TOT,9.6
2008,DK,GF1001,PC_TOT,9.8
2009,DK,GF1001,PC_TOT,9.6
2010,DK,GF1001,PC_TOT,9.5
2011,DK,GF1001,PC_TOT,9.3
2012,DK,GF1001,PC_TOT,8.9
2013,DK,GF1001,PC_TOT,9.1
2014,DK,GF1001,PC_TOT,8.9
2015,DK,GF1001,PC_TOT,8.7
2016,DK,GF1001,PC_TOT,8.6
2017,DK,GF1001,PC_TOT,8.7
2018,DK,GF1001,PC_TOT,8.6
2019,DK,GF1001,PC_TOT,8.8
2020,DK,GF1001,PC_TOT,8.7
2021,DK,GF1001,PC_TOT,9.1
2022,DK,GF1001,PC_TOT,9.5
2000,DE,GF1001,PC_TOT,5.7
2001,DE,GF1001,PC_TOT,5.8
2002,DE,GF1001,PC_TOT,5.9
2003,DE,GF1001,PC_TOT,5.9
2004,DE,GF1001,PC_TOT,5.8
2005,DE,GF1001,PC_TOT,5.6
2006,DE,GF1001,PC_TOT,5.5
2007,DE,GF1001,PC_TOT,5.6
2008,DE,GF1001,PC_TOT,5.8
2009,DE,GF1001,PC_TOT,5.9
2010,DE,GF1001,PC_TOT,6
2011,DE,GF1001,PC_TOT,6.2
2012,DE,GF1001,PC_TOT,6.6
2013,DE,GF1001,PC_TOT,6.8
2014,DE,GF1001,PC_TOT,7
2015,DE,GF1001,PC_TOT,7
2016,DE,GF1001,PC_TOT,7.1
2017,DE,GF1001,PC_TOT,7.1
2018,DE,GF1001,PC_TOT,7.2
2019,DE,GF1001,PC_TOT,7.2
2020,DE,GF1001,PC_TOT,7.1
2021,DE,GF1001,PC_TOT,6.8
2022,DE,GF1001,PC_TOT,6.8
2000,EE,GF1001,PC_TOT,4
2001,EE,GF1001,PC_TOT,4.5
2002,EE,GF1001,PC_TOT,4.5
2003,EE,GF1001,PC_TOT,4.7
2004,EE,GF1001,PC_TOT,5.1
2005,EE,GF1001,PC_TOT,5
2006,EE,GF1001,PC_TOT,5
2007,EE,GF1001,PC_TOT,4.8
2008,EE,GF1001,PC_TOT,5.2
2009,EE,GF1001,PC_TOT,5.2
2010,EE,GF1001,PC_TOT,5.2
2011,EE,GF1001,PC_TOT,5.4
2012,EE,GF1001,PC_TOT,5.5
2013,EE,GF1001,PC_TOT,5.3
2014,EE,GF1001,PC_TOT,5.3
2015,EE,GF1001,PC_TOT,5.3
2016,EE,GF1001,PC_TOT,5.4
2017,EE,GF1001,PC_TOT,5.4
2018,EE,GF1001,PC_TOT,5.4
2019,EE,GF1001,PC_TOT,5.4
2020,EE,GF1001,PC_TOT,5.3
2021,EE,GF1001,PC_TOT,5.1
2022,EE,GF1001,PC_TOT,4.7
2000,IE,GF1001,PC_TOT,3.8
2001,IE,GF1001,PC_TOT,3.8
2002,IE,GF1001,PC_TOT,4
2003,IE,GF1001,PC_TOT,4
2004,IE,GF1001,PC_TOT,4
2005,IE,GF1001,PC_TOT,8.3
2006,IE,GF1001,PC_TOT,8.4
2007,IE,GF1001,PC_TOT,8.4
2008,IE,GF1001,PC_TOT,8.2
2009,IE,GF1001,PC_TOT,8.1
2010,IE,GF1001,PC_TOT,6
2011,IE,GF1001,PC_TOT,5.8
2012,IE,GF1001,PC_TOT,6.2
2013,IE,GF1001,PC_TOT,6.4
2014,IE,GF1001,PC_TOT,6.7
2015,IE,GF1001,PC_TOT,6.6
2016,IE,GF1001,PC_TOT,6.9
2017,IE,GF1001,PC_TOT,5.5
2018,IE,GF1001,PC_TOT,5.5
2019,IE,GF1001,PC_TOT,5.4
2020,IE,GF1001,PC_TOT,4.5
2021,IE,GF1001,PC_TOT,4.5
2022,IE,GF1001,PC_TOT,4.9
2001,EL,GF1001,PC_TOT,3.3
2002,EL,GF1001,PC_TOT,3.4
2003,EL,GF1001,PC_TOT,3.2
2004,EL,GF1001,PC_TOT,3.2
2005,EL,GF1001,PC_TOT,3.4
2006,EL,GF1001,PC_TOT,3.3
2007,EL,GF1001,PC_TOT,3.2
2008,EL,GF1001,PC_TOT,3
2009,EL,GF1001,PC_TOT,3
2010,EL,GF1001,PC_TOT,3.2
2011,EL,GF1001,PC_TOT,3.3
2012,EL,GF1001,PC_TOT,3.2
2013,EL,GF1001,PC_TOT,2.4
2014,EL,GF1001,PC_TOT,3.1
2015,EL,GF1001,PC_TOT,2.9
2016,EL,GF1001,PC_TOT,3
2017,EL,GF1001,PC_TOT,3.6
2018,EL,GF1001,PC_TOT,3.1
2019,EL,GF1001,PC_TOT,3.3
2020,EL,GF1001,PC_TOT,2.8
2021,EL,GF1001,PC_TOT,2.8
2022,EL,GF1001,PC_TOT,2.8
2000,ES,GF1001,PC_TOT,5.5
2001,ES,GF1001,PC_TOT,5.6
2002,ES,GF1001,PC_TOT,5.4
2003,ES,GF1001,PC_TOT,5.5
2004,ES,GF1001,PC_TOT,5.5
2005,ES,GF1001,PC_TOT,5.6
2006,ES,GF1001,PC_TOT,5.5
2007,ES,GF1001,PC_TOT,5.5
2008,ES,GF1001,PC_TOT,5.4
2009,ES,GF1001,PC_TOT,5.2
2010,ES,GF1001,PC_TOT,5.3
2011,ES,GF1001,PC_TOT,5.2
2012,ES,GF1001,PC_TOT,4.7
2013,ES,GF1001,PC_TOT,5.1
2014,ES,GF1001,PC_TOT,5.3
2015,ES,GF1001,PC_TOT,5.4
2016,ES,GF1001,PC_TOT,5.6
2017,ES,GF1001,PC_TOT,5.8
2018,ES,GF1001,PC_TOT,5.8
2019,ES,GF1001,PC_TOT,6
2020,ES,GF1001,PC_TOT,6
2021,ES,GF1001,PC_TOT,5.8
2022,ES,GF1001,PC_TOT,5.9
2000,FR,GF1001,PC_TOT,4.4
2001,FR,GF1001,PC_TOT,4.4
2002,FR,GF1001,PC_TOT,4.4
2003,FR,GF1001,PC_TOT,4.4
2004,FR,GF1001,PC_TOT,4.7
2005,FR,GF1001,PC_TOT,4.7
2006,FR,GF1001,PC_TOT,4.8
2007,FR,GF1001,PC_TOT,4.9
2008,FR,GF1001,PC_TOT,4.7
2009,FR,GF1001,PC_TOT,4.8
2010,FR,GF1001,PC_TOT,4.8
2011,FR,GF1001,PC_TOT,4.8
2012,FR,GF1001,PC_TOT,4.9
2013,FR,GF1001,PC_TOT,4.9
2014,FR,GF1001,PC_TOT,4.8
2015,FR,GF1001,PC_TOT,4.9
2016,FR,GF1001,PC_TOT,5.1
2017,FR,GF1001,PC_TOT,5.1
2018,FR,GF1001,PC_TOT,5.2
2019,FR,GF1001,PC_TOT,5.2
2020,FR,GF1001,PC_TOT,5.4
2021,FR,GF1001,PC_TOT,5.1
2022,FR,GF1001,PC_TOT,5.4
2000,HR,GF1001,PC_TOT,5.2
2001,HR,GF1001,PC_TOT,5.4
2002,HR,GF1001,PC_TOT,5.9
2003,HR,GF1001,PC_TOT,5.3
2004,HR,GF1001,PC_TOT,5.1
2005,HR,GF1001,PC_TOT,5.1
2006,HR,GF1001,PC_TOT,5.1
2007,HR,GF1001,PC_TOT,4.8
2008,HR,GF1001,PC_TOT,4.9
2009,HR,GF1001,PC_TOT,4.9
2010,HR,GF1001,PC_TOT,5.1
2011,HR,GF1001,PC_TOT,5.1
2012,HR,GF1001,PC_TOT,5.2
2013,HR,GF1001,PC_TOT,5.1
2014,HR,GF1001,PC_TOT,5.3
2015,HR,GF1001,PC_TOT,4.1
2016,HR,GF1001,PC_TOT,3.8
2017,HR,GF1001,PC_TOT,3.8
2018,HR,GF1001,PC_TOT,3.6
2019,HR,GF1001,PC_TOT,3.5
2020,HR,GF1001,PC_TOT,3.2
2021,HR,GF1001,PC_TOT,3.2
2022,HR,GF1001,PC_TOT,3.2
2001,IT,GF1001,PC_TOT,2.8
2002,IT,GF1001,PC_TOT,3.1
2003,IT,GF1001,PC_TOT,3.3
2004,IT,GF1001,PC_TOT,3.3
2005,IT,GF1001,PC_TOT,3.2
2006,IT,GF1001,PC_TOT,3.2
2007,IT,GF1001,PC_TOT,3.3
2008,IT,GF1001,PC_TOT,3.3
2009,IT,GF1001,PC_TOT,3.4
2010,IT,GF1001,PC_TOT,3.4
2011,IT,GF1001,PC_TOT,3.3
2012,IT,GF1001,PC_TOT,3.5
2013,IT,GF1001,PC_TOT,3.6
2014,IT,GF1001,PC_TOT,3.6
2015,IT,GF1001,PC_TOT,3.6
2016,IT,GF1001,PC_TOT,3.7
2017,IT,GF1001,PC_TOT,3.6
2018,IT,GF1001,PC_TOT,3.6
2019,IT,GF1001,PC_TOT,3.7
2020,IT,GF1001,PC_TOT,3.5
2021,IT,GF1001,PC_TOT,3.4
2022,IT,GF1001,PC_TOT,3.2
2000,CY,GF1001,PC_TOT,1.8
2001,CY,GF1001,PC_TOT,1.8
2002,CY,GF1001,PC_TOT,1.9
2003,CY,GF1001,PC_TOT,1.8
2004,CY,GF1001,PC_TOT,2.1
2005,CY,GF1001,PC_TOT,2.1
2006,CY,GF1001,PC_TOT,2.1
2007,CY,GF1001,PC_TOT,2
2008,CY,GF1001,PC_TOT,1.9
2009,CY,GF1001,PC_TOT,1.6
2010,CY,GF1001,PC_TOT,1.6
2011,CY,GF1001,PC_TOT,1.6
2012,CY,GF1001,PC_TOT,1.5
2013,CY,GF1001,PC_TOT,1.4
2014,CY,GF1001,PC_TOT,1.2
2015,CY,GF1001,PC_TOT,1.3
2016,CY,GF1001,PC_TOT,1.4
2017,CY,GF1001,PC_TOT,1.2
2018,CY,GF1001,PC_TOT,1.1
2019,CY,GF1001,PC_TOT,1.1
2020,CY,GF1001,PC_TOT,1
2021,CY,GF1001,PC_TOT,1
2022,CY,GF1001,PC_TOT,1.1
2001,LV,GF1001,PC_TOT,5.8
2002,LV,GF1001,PC_TOT,5.6
2003,LV,GF1001,PC_TOT,5.3
2004,LV,GF1001,PC_TOT,4.9
2005,LV,GF1001,PC_TOT,4.7
2006,LV,GF1001,PC_TOT,4.3
2007,LV,GF1001,PC_TOT,4
2008,LV,GF1001,PC_TOT,4.8
2009,LV,GF1001,PC_TOT,6.1
2010,LV,GF1001,PC_TOT,5.2
2011,LV,GF1001,PC_TOT,4.6
2012,LV,GF1001,PC_TOT,4.5
2013,LV,GF1001,PC_TOT,4.8
2014,LV,GF1001,PC_TOT,4.9
2015,LV,GF1001,PC_TOT,5.3
2016,LV,GF1001,PC_TOT,5.8
2017,LV,GF1001,PC_TOT,5.6
2018,LV,GF1001,PC_TOT,5.5
2019,LV,GF1001,PC_TOT,6.2
2020,LV,GF1001,PC_TOT,6.7
2021,LV,GF1001,PC_TOT,6
2022,LV,GF1001,PC_TOT,6.4
2000,LT,GF1001,PC_TOT,5.7
2001,LT,GF1001,PC_TOT,5.5
2002,LT,GF1001,PC_TOT,5.4
2003,LT,GF1001,PC_TOT,5.6
2004,LT,GF1001,PC_TOT,5.9
2005,LT,GF1001,PC_TOT,6.2
2006,LT,GF1001,PC_TOT,9.4
2007,LT,GF1001,PC_TOT,9.7
2008,LT,GF1001,PC_TOT,10.3
2009,LT,GF1001,PC_TOT,12
2010,LT,GF1001,PC_TOT,11.8
2011,LT,GF1001,PC_TOT,10.6
2012,LT,GF1001,PC_TOT,11.6
2013,LT,GF1001,PC_TOT,11.1
2014,LT,GF1001,PC_TOT,11.2
2015,LT,GF1001,PC_TOT,11.4
2016,LT,GF1001,PC_TOT,11.8
2017,LT,GF1001,PC_TOT,12.1
2018,LT,GF1001,PC_TOT,11.9
2019,LT,GF1001,PC_TOT,11.1
2020,LT,GF1001,PC_TOT,11
2021,LT,GF1001,PC_TOT,10.9
2022,LT,GF1001,PC_TOT,10.4
2000,LU,GF1001,PC_TOT,4.5
2001,LU,GF1001,PC_TOT,4.7
2002,LU,GF1001,PC_TOT,4.5
2003,LU,GF1001,PC_TOT,4.3
2004,LU,GF1001,PC_TOT,4.3
2005,LU,GF1001,PC_TOT,4.3
2006,LU,GF1001,PC_TOT,4.4
2007,LU,GF1001,PC_TOT,4.2
2008,LU,GF1001,PC_TOT,4.1
2009,LU,GF1001,PC_TOT,4.7
2010,LU,GF1001,PC_TOT,4.6
2011,LU,GF1001,PC_TOT,4.7
2012,LU,GF1001,PC_TOT,4.8
2013,LU,GF1001,PC_TOT,7.4
2014,LU,GF1001,PC_TOT,7.3
2015,LU,GF1001,PC_TOT,7.1
2016,LU,GF1001,PC_TOT,6.9
2017,LU,GF1001,PC_TOT,7
2018,LU,GF1001,PC_TOT,7
2019,LU,GF1001,PC_TOT,7.1
2020,LU,GF1001,PC_TOT,7.9
2021,LU,GF1001,PC_TOT,7.5
2022,LU,GF1001,PC_TOT,7.8
2000,HU,GF1001,PC_TOT,6.3
2001,HU,GF1001,PC_TOT,7
2002,HU,GF1001,PC_TOT,6.7
2003,HU,GF1001,PC_TOT,7.3
2004,HU,GF1001,PC_TOT,7.2
2005,HU,GF1001,PC_TOT,7.1
2006,HU,GF1001,PC_TOT,6.8
2007,HU,GF1001,PC_TOT,7
2008,HU,GF1001,PC_TOT,7.2
2009,HU,GF1001,PC_TOT,7.2
2010,HU,GF1001,PC_TOT,7.7
2011,HU,GF1001,PC_TOT,7.4
2012,HU,GF1001,PC_TOT,7.1
2013,HU,GF1001,PC_TOT,6.7
2014,HU,GF1001,PC_TOT,6.2
2015,HU,GF1001,PC_TOT,5.8
2016,HU,GF1001,PC_TOT,5.8
2017,HU,GF1001,PC_TOT,5.5
2018,HU,GF1001,PC_TOT,5.1
2019,HU,GF1001,PC_TOT,4.7
2020,HU,GF1001,PC_TOT,4.5
2021,HU,GF1001,PC_TOT,4.3
2022,HU,GF1001,PC_TOT,4
2001,MT,GF1001,PC_TOT,3.9
2002,MT,GF1001,PC_TOT,3.9
2003,MT,GF1001,PC_TOT,3.9
2004,MT,GF1001,PC_TOT,4.3
2005,MT,GF1001,PC_TOT,4.3
2006,MT,GF1001,PC_TOT,4.2
2007,MT,GF1001,PC_TOT,4.5
2008,MT,GF1001,PC_TOT,4
2009,MT,GF1001,PC_TOT,4
2010,MT,GF1001,PC_TOT,3.7
2011,MT,GF1001,PC_TOT,3.5
2012,MT,GF1001,PC_TOT,3.4
2013,MT,GF1001,PC_TOT,3.4
2014,MT,GF1001,PC_TOT,3.1
2015,MT,GF1001,PC_TOT,2.8
2016,MT,GF1001,PC_TOT,2.8
2017,MT,GF1001,PC_TOT,2.6
2018,MT,GF1001,PC_TOT,2.4
2019,MT,GF1001,PC_TOT,2.4
2020,MT,GF1001,PC_TOT,2.2
2021,MT,GF1001,PC_TOT,2.1
2022,MT,GF1001,PC_TOT,2.1
2000,NL,GF1001,PC_TOT,11.7
2001,NL,GF1001,PC_TOT,11.5
2002,NL,GF1001,PC_TOT,12.3
2003,NL,GF1001,PC_TOT,12.4
2004,NL,GF1001,PC_TOT,12.5
2005,NL,GF1001,PC_TOT,12.1
2006,NL,GF1001,PC_TOT,10.9
2007,NL,GF1001,PC_TOT,10.6
2008,NL,GF1001,PC_TOT,10.5
2009,NL,GF1001,PC_TOT,10.3
2010,NL,GF1001,PC_TOT,10.4
2011,NL,GF1001,PC_TOT,10.5
2012,NL,GF1001,PC_TOT,10.5
2013,NL,GF1001,PC_TOT,10.2
2014,NL,GF1001,PC_TOT,9.9
2015,NL,GF1001,PC_TOT,9.6
2016,NL,GF1001,PC_TOT,9.6
2017,NL,GF1001,PC_TOT,9.7
2018,NL,GF1001,PC_TOT,9.6
2019,NL,GF1001,PC_TOT,9.7
2020,NL,GF1001,PC_TOT,9.3
2021,NL,GF1001,PC_TOT,9.2
2022,NL,GF1001,PC_TOT,9.3
2000,AT,GF1001,PC_TOT,3.6
2001,AT,GF1001,PC_TOT,3.2
2002,AT,GF1001,PC_TOT,3.4
2003,AT,GF1001,PC_TOT,3.4
2004,AT,GF1001,PC_TOT,3.4
2005,AT,GF1001,PC_TOT,3.6
2006,AT,GF1001,PC_TOT,3.6
2007,AT,GF1001,PC_TOT,3.7
2008,AT,GF1001,PC_TOT,3.7
2009,AT,GF1001,PC_TOT,3.7
2010,AT,GF1001,PC_TOT,3.8
2011,AT,GF1001,PC_TOT,3.9
2012,AT,GF1001,PC_TOT,3.8
2013,AT,GF1001,PC_TOT,3.8
2014,AT,GF1001,PC_TOT,3.8
2015,AT,GF1001,PC_TOT,3.8
2016,AT,GF1001,PC_TOT,3.7
2017,AT,GF1001,PC_TOT,3.7
2018,AT,GF1001,PC_TOT,3.6
2019,AT,GF1001,PC_TOT,3.6
2020,AT,GF1001,PC_TOT,3.3
2021,AT,GF1001,PC_TOT,3.2
2022,AT,GF1001,PC_TOT,3.1
2001,PL,GF1001,PC_TOT,6.2
2002,PL,GF1001,PC_TOT,6.4
2003,PL,GF1001,PC_TOT,5.7
2004,PL,GF1001,PC_TOT,5.9
2005,PL,GF1001,PC_TOT,5.9
2006,PL,GF1001,PC_TOT,5.8
2007,PL,GF1001,PC_TOT,5.6
2008,PL,GF1001,PC_TOT,4.9
2009,PL,GF1001,PC_TOT,5
2010,PL,GF1001,PC_TOT,5.9
2011,PL,GF1001,PC_TOT,5.7
2012,PL,GF1001,PC_TOT,5.9
