TIME,GEO,SEX,AGE,ACL00,FREQUENC,VALUE
2015,RO,M,Y16-24,AC523H,GE4,7.5
2022,RO,M,Y16-24,AC523H,GE4,13.3
2015,SI,M,Y16-24,AC523H,GE4,37.5
2022,SI,M,Y16-24,AC523H,GE4,24.3
2006,SK,M,Y16-24,AC523H,GE4,20.5
2015,SK,M,Y16-24,AC523H,GE4,8.4
2022,SK,M,Y16-24,AC523H,GE4,27.6
2006,SE,M,Y16-24,AC523H,GE4,27.6
2015,SE,M,Y16-24,AC523H,GE4,37.7
2022,SE,M,Y16-24,AC523H,GE4,12.4
2006,NO,M,Y16-24,AC523H,GE4,47.4
2015,NO,M,Y16-24,AC523H,GE4,26.9
2022,NO,M,Y16-24,AC523H,GE4,25.2
2015,CH,M,Y16-24,AC523H,GE4,22.9
2022,CH,M,Y16-24,AC523H,GE4,50.8
2006,UK,M,Y16-24,AC523H,GE4,43.7
2015,UK,M,Y16-24,AC523H,GE4,22.2
2015,ME,M,Y16-24,AC523H,GE4,23.5
2022,ME,M,Y16-24,AC523H,GE4,2.5
2015,MK,M,Y16-24,AC523H,GE4,14.7
2015,RS,M,Y16-24,AC523H,GE4,2.8
2022,RS,M,Y16-24,AC523H,GE4,15.3
2022,TR,M,Y16-24,AC523H,GE4,4.9
2006,BE,F,Y16-24,AC523H,GE4,27
2015,BE,F,Y16-24,AC523H,GE4,38
2022,BE,F,Y16-24,AC523H,GE4,22.9
2006,BG,F,Y16-24,AC523H,GE4,13.3
2015,BG,F,Y16-24,AC523H,GE4,13.3
2022,BG,F,Y16-24,AC523H,GE4,3.4
2006,CZ,F,Y16-24,AC523H,GE4,19.6
2015,CZ,F,Y16-24,AC523H,GE4,25.3
2022,CZ,F,Y16-24,AC523H,GE4,34.9
2022,DK,F,Y16-24,AC523H,GE4,25.6
2006,DE,F,Y16-24,AC523H,GE4,38.6
2015,DE,F,Y16-24,AC523H,GE4,29.4
2006,EE,F,Y16-24,AC523H,GE4,20.6
2015,EE,F,Y16-24,AC523H,GE4,39.5
2022,EE,F,Y16-24,AC523H,GE4,30.9
2006,IE,F,Y16-24,AC523H,GE4,23.4
2015,IE,F,Y16-24,AC523H,GE4,12.8
2022,IE,F,Y16-24,AC523H,GE4,8.5
2006,EL,F,Y16-24,AC523H,GE4,7.7
2015,EL,F,Y16-24,AC523H,GE4,5.1
2022,EL,F,Y16-24,AC523H,GE4,5.7
2006,ES,F,Y16-24,AC523H,GE4,34.6
2015,ES,F,Y16-24,AC523H,GE4,23.3
2022,ES,F,Y16-24,AC523H,GE4,26.7
2006,FR,F,Y16-24,AC523H,GE4,30.5
2015,FR,F,Y16-24,AC523H,GE4,38.4
2022,FR,F,Y16-24,AC523H,GE4,30.1
2015,HR,F,Y16-24,AC523H,GE4,28.6
2022,HR,F,Y16-24,AC523H,GE4,18.8
2006,IT,F,Y16-24,AC523H,GE4,25.9
2015,IT,F,Y16-24,AC523H,GE4,24.7
2022,IT,F,Y16-24,AC523H,GE4,25.7
2006,CY,F,Y16-24,AC523H,GE4,12.3
2015,CY,F,Y16-24,AC523H,GE4,7
2022,CY,F,Y16-24,AC523H,GE4,2.2
2006,LV,F,Y16-24,AC523H,GE4,37.7
2015,LV,F,Y16-24,AC523H,GE4,20.8
2022,LV,F,Y16-24,AC523H,GE4,23.1
2006,LT,F,Y16-24,AC523H,GE4,19.5
2015,LT,F,Y16-24,AC523H,GE4,19.3
2022,LT,F,Y16-24,AC523H,GE4,19.6
2006,LU,F,Y16-24,AC523H,GE4,44.8
2015,LU,F,Y16-24,AC523H,GE4,55.7
2022,LU,F,Y16-24,AC523H,GE4,42.5
2006,HU,F,Y16-24,AC523H,GE4,41.9
2015,HU,F,Y16-24,AC523H,GE4,12.9
2022,HU,F,Y16-24,AC523H,GE4,15
2006,MT,F,Y16-24,AC523H,GE4,4.9
2015,MT,F,Y16-24,AC523H,GE4,12.9
2022,MT,F,Y16-24,AC523H,GE4,3.6
2006,NL,F,Y16-24,AC523H,GE4,45.7
2015,NL,F,Y16-24,AC523H,GE4,25.1
2022,NL,F,Y16-24,AC523H,GE4,16.5
2006,AT,F,Y16-24,AC523H,GE4,41.1
2015,AT,F,Y16-24,AC523H,GE4,20.6
2022,AT,F,Y16-24,AC523H,GE4,13.5
2006,PL,F,Y16-24,AC523H,GE4,17.7
2015,PL,F,Y16-24,AC523H,GE4,10.9
2022,PL,F,Y16-24,AC523H,GE4,9.1
2006,PT,F,Y16-24,AC523H,GE4,33.6
2015,PT,F,Y16-24,AC523H,GE4,31.8
2022,PT,F,Y16-24,AC523H,GE4,29.9
2015,RO,F,Y16-24,AC523H,GE4,23.9
2022,RO,F,Y16-24,AC523H,GE4,0
2015,SI,F,Y16-24,AC523H,GE4,41.5
2022,SI,F,Y16-24,AC523H,GE4,9.5
2006,SK,F,Y16-24,AC523H,GE4,21.7
2015,SK,F,Y16-24,AC523H,GE4,17
2022,SK,F,Y16-24,AC523H,GE4,12.6
2006,FI,F,Y16-24,AC523H,GE4,21.1
2006,SE,F,Y16-24,AC523H,GE4,33
2015,SE,F,Y16-24,AC523H,GE4,23.5
2022,SE,F,Y16-24,AC523H,GE4,33.7
2006,NO,F,Y16-24,AC523H,GE4,37
2015,NO,F,Y16-24,AC523H,GE4,25.6
2022,NO,F,Y16-24,AC523H,GE4,18.3
2015,CH,F,Y16-24,AC523H,GE4,38
2022,CH,F,Y16-24,AC523H,GE4,50.9
2006,UK,F,Y16-24,AC523H,GE4,40.1
2015,UK,F,Y16-24,AC523H,GE4,22.1
2015,ME,F,Y16-24,AC523H,GE4,38.6
2022,ME,F,Y16-24,AC523H,GE4,6.1
2015,MK,F,Y16-24,AC523H,GE4,6
2015,RS,F,Y16-24,AC523H,GE4,8.5
2022,RS,F,Y16-24,AC523H,GE4,2
2022,TR,F,Y16-24,AC523H,GE4,3.7
2006,BE,T,Y25-34,AC523H,GE4,22.4
2015,BE,T,Y25-34,AC523H,GE4,28.6
2022,BE,T,Y25-34,AC523H,GE4,19.5
2006,BG,T,Y25-34,AC523H,GE4,17.7
2015,BG,T,Y25-34,AC523H,GE4,11.4
2022,BG,T,Y25-34,AC523H,GE4,8.1
2006,CZ,T,Y25-34,AC523H,GE4,30.1
2015,CZ,T,Y25-34,AC523H,GE4,31.7
2022,CZ,T,Y25-34,AC523H,GE4,20.6
2006,DK,T,Y25-34,AC523H,GE4,31.7
2015,DK,T,Y25-34,AC523H,GE4,19.3
2022,DK,T,Y25-34,AC523H,GE4,24.1
2006,DE,T,Y25-34,AC523H,GE4,25.4
2015,DE,T,Y25-34,AC523H,GE4,27.7
2006,EE,T,Y25-34,AC523H,GE4,26.2
2015,EE,T,Y25-34,AC523H,GE4,27.5
2022,EE,T,Y25-34,AC523H,GE4,21.3
2006,IE,T,Y25-34,AC523H,GE4,26.5
2015,IE,T,Y25-34,AC523H,GE4,25.6
2022,IE,T,Y25-34,AC523H,GE4,18.2
2006,EL,T,Y25-34,AC523H,GE4,5.1
2015,EL,T,Y25-34,AC523H,GE4,4.1
2022,EL,T,Y25-34,AC523H,GE4,5.3
2006,ES,T,Y25-34,AC523H,GE4,34.7
2015,ES,T,Y25-34,AC523H,GE4,28.6
2022,ES,T,Y25-34,AC523H,GE4,23.4
2006,FR,T,Y25-34,AC523H,GE4,32.7
2015,FR,T,Y25-34,AC523H,GE4,33.9
2022,FR,T,Y25-34,AC523H,GE4,20.3
2015,HR,T,Y25-34,AC523H,GE4,18.4
2022,HR,T,Y25-34,AC523H,GE4,10.7
2006,IT,T,Y25-34,AC523H,GE4,22.8
2015,IT,T,Y25-34,AC523H,GE4,21.1
2022,IT,T,Y25-34,AC523H,GE4,9.6
2006,CY,T,Y25-34,AC523H,GE4,15.3
2015,CY,T,Y25-34,AC523H,GE4,8
2022,CY,T,Y25-34,AC523H,GE4,1.1
2006,LV,T,Y25-34,AC523H,GE4,38
2015,LV,T,Y25-34,AC523H,GE4,24.4
2022,LV,T,Y25-34,AC523H,GE4,19
2006,LT,T,Y25-34,AC523H,GE4,14.7
2015,LT,T,Y25-34,AC523H,GE4,20
2022,LT,T,Y25-34,AC523H,GE4,10.4
2006,LU,T,Y25-34,AC523H,GE4,41.9
2015,LU,T,Y25-34,AC523H,GE4,43.6
2022,LU,T,Y25-34,AC523H,GE4,19.7
2006,HU,T,Y25-34,AC523H,GE4,45.5
2015,HU,T,Y25-34,AC523H,GE4,21.1
2022,HU,T,Y25-34,AC523H,GE4,7.4
2006,MT,T,Y25-34,AC523H,GE4,14.8
2015,MT,T,Y25-34,AC523H,GE4,23.6
2022,MT,T,Y25-34,AC523H,GE4,8.8
2006,NL,T,Y25-34,AC523H,GE4,28.3
2015,NL,T,Y25-34,AC523H,GE4,35.6
2022,NL,T,Y25-34,AC523H,GE4,24.8
2006,AT,T,Y25-34,AC523H,GE4,47.1
2015,AT,T,Y25-34,AC523H,GE4,24.5
2022,AT,T,Y25-34,AC523H,GE4,15.7
2006,PL,T,Y25-34,AC523H,GE4,24.3
2015,PL,T,Y25-34,AC523H,GE4,15.6
2022,PL,T,Y25-34,AC523H,GE4,12.7
2006,PT,T,Y25-34,AC523H,GE4,31.4
2015,PT,T,Y25-34,AC523H,GE4,33
2022,PT,T,Y25-34,AC523H,GE4,30.6
2015,RO,T,Y25-34,AC523H,GE4,15.1
2022,RO,T,Y25-34,AC523H,GE4,5.7
2006,SI,T,Y25-34,AC523H,GE4,27.7
2015,SI,T,Y25-34,AC523H,GE4,35.8
2022,SI,T,Y25-34,AC523H,GE4,23.9
2006,SK,T,Y25-34,AC523H,GE4,24.6
2015,SK,T,Y25-34,AC523H,GE4,15.6
2022,SK,T,Y25-34,AC523H,GE4,9.1
2006,FI,T,Y25-34,AC523H,GE4,49.2
2015,FI,T,Y25-34,AC523H,GE4,28.1
2022,FI,T,Y25-34,AC523H,GE4,21.9
2006,SE,T,Y25-34,AC523H,GE4,36.6
2015,SE,T,Y25-34,AC523H,GE4,35.7
2022,SE,T,Y25-34,AC523H,GE4,16.8
2006,IS,T,Y25-34,AC523H,GE4,23.2
2015,IS,T,Y25-34,AC523H,GE4,26.4
2006,NO,T,Y25-34,AC523H,GE4,36.7
2015,NO,T,Y25-34,AC523H,GE4,30.1
2022,NO,T,Y25-34,AC523H,GE4,12
2015,CH,T,Y25-34,AC523H,GE4,39.8
2022,CH,T,Y25-34,AC523H,GE4,37.9
2006,UK,T,Y25-34,AC523H,GE4,39.1
2015,UK,T,Y25-34,AC523H,GE4,36.8
2015,ME,T,Y25-34,AC523H,GE4,18.5
2022,ME,T,Y25-34,AC523H,GE4,6.8
2015,MK,T,Y25-34,AC523H,GE4,8.7
2015,RS,T,Y25-34,AC523H,GE4,14.3
2022,RS,T,Y25-34,AC523H,GE4,8.2
2022,TR,T,Y25-34,AC523H,GE4,5.4
2006,BE,M,Y25-34,AC523H,GE4,23.6
2015,BE,M,Y25-34,AC523H,GE4,32.5
2022,BE,M,Y25-34,AC523H,GE4,22.1
2006,BG,M,Y25-34,AC523H,GE4,19.8
2015,BG,M,Y25-34,AC523H,GE4,19.3
2022,BG,M,Y25-34,AC523H,GE4,11.8
2006,CZ,M,Y25-34,AC523H,GE4,27.3
2015,CZ,M,Y25-34,AC523H,GE4,27.8
2022,CZ,M,Y25-34,AC523H,GE4,22.2
2006,DK,M,Y25-34,AC523H,GE4,30.6
2015,DK,M,Y25-34,AC523H,GE4,19.6
2022,DK,M,Y25-34,AC523H,GE4,24
2006,DE,M,Y25-34,AC523H,GE4,23.6
2015,DE,M,Y25-34,AC523H,GE4,25.8
2006,EE,M,Y25-34,AC523H,GE4,26.5
2015,EE,M,Y25-34,AC523H,GE4,23.2
2022,EE,M,Y25-34,AC523H,GE4,23.3
2006,IE,M,Y25-34,AC523H,GE4,28.9
2015,IE,M,Y25-34,AC523H,GE4,26
2022,IE,M,Y25-34,AC523H,GE4,16.7
2006,EL,M,Y25-34,AC523H,GE4,4.4
2015,EL,M,Y25-34,AC523H,GE4,3.5
2022,EL,M,Y25-34,AC523H,GE4,4.4
2006,ES,M,Y25-34,AC523H,GE4,34.8
2015,ES,M,Y25-34,AC523H,GE4,28.2
2022,ES,M,Y25-34,AC523H,GE4,24.4
2006,FR,M,Y25-34,AC523H,GE4,31.7
2015,FR,M,Y25-34,AC523H,GE4,35.3
2022,FR,M,Y25-34,AC523H,GE4,20.8
2015,HR,M,Y25-34,AC523H,GE4,15.8
2022,HR,M,Y25-34,AC523H,GE4,7.8
2006,IT,M,Y25-34,AC523H,GE4,21.2
2015,IT,M,Y25-34,AC523H,GE4,21.1
2022,IT,M,Y25-34,AC523H,GE4,9.2
2006,CY,M,Y25-34,AC523H,GE4,15.8
2015,CY,M,Y25-34,AC523H,GE4,7.4
2022,CY,M,Y25-34,AC523H,GE4,1.9
2006,LV,M,Y25-34,AC523H,GE4,35.1
2015,LV,M,Y25-34,AC523H,GE4,22.3
2022,LV,M,Y25-34,AC523H,GE4,19.6
2006,LT,M,Y25-34,AC523H,GE4,12
2015,LT,M,Y25-34,AC523H,GE4,16.4
2022,LT,M,Y25-34,AC523H,GE4,8.8
2006,LU,M,Y25-34,AC523H,GE4,45.8
2015,LU,M,Y25-34,AC523H,GE4,43.4
2022,LU,M,Y25-34,AC523H,GE4,15.6
2006,HU,M,Y25-34,AC523H,GE4,47
2015,HU,M,Y25-34,AC523H,GE4,21.5
2022,HU,M,Y25-34,AC523H,GE4,7.3
2006,MT,M,Y25-34,AC523H,GE4,12.5
2015,MT,M,Y25-34,AC523H,GE4,25
2022,MT,M,Y25-34,AC523H,GE4,10.3
2006,NL,M,Y25-34,AC523H,GE4,29.1
2015,NL,M,Y25-34,AC523H,GE4,37.7
2022,NL,M,Y25-34,AC523H,GE4,28.2
2006,AT,M,Y25-34,AC523H,GE4,40.6
2015,AT,M,Y25-34,AC523H,GE4,25
2022,AT,M,Y25-34,AC523H,GE4,15.2
2006,PL,M,Y25-34,AC523H,GE4,24.9
2015,PL,M,Y25-34,AC523H,GE4,19.1
2022,PL,M,Y25-34,AC523H,GE4,12.7
2006,PT,M,Y25-34,AC523H,GE4,29.2
2015,PT,M,Y25-34,AC523H,GE4,37
2022,PT,M,Y25-34,AC523H,GE4,29.6
2015,RO,M,Y25-34,AC523H,GE4,15.5
2022,RO,M,Y25-34,AC523H,GE4,2.7
2006,SI,M,Y25-34,AC523H,GE4,36.8
2015,SI,M,Y25-34,AC523H,GE4,40.4
2022,SI,M,Y25-34,AC523H,GE4,23.3
2006,SK,M,Y25-34,AC523H,GE4,25.8
2015,SK,M,Y25-34,AC523H,GE4,14.1
2022,SK,M,Y25-34,AC523H,GE4,10.9
2006,FI,M,Y25-34,AC523H,GE4,51.9
2015,FI,M,Y25-34,AC523H,GE4,28.8
2022,FI,M,Y25-34,AC523H,GE4,26.9
2006,SE,M,Y25-34,AC523H,GE4,40.7
2015,SE,M,Y25-34,AC523H,GE4,38.7
2022,SE,M,Y25-34,AC523H,GE4,19.1
2006,IS,M,Y25-34,AC523H,GE4,21.3
2015,IS,M,Y25-34,AC523H,GE4,23.1
2006,NO,M,Y25-34,AC523H,GE4,42.6
2015,NO,M,Y25-34,AC523H,GE4,33.4
2022,NO,M,Y25-34,AC523H,GE4,15.4
2015,CH,M,Y25-34,AC523H,GE4,37.9
2022,CH,M,Y25-34,AC523H,GE4,40
2006,UK,M,Y25-34,AC523H,GE4,44.5
2015,UK,M,Y25-34,AC523H,GE4,38.6
2015,ME,M,Y25-34,AC523H,GE4,19.4
2022,ME,M,Y25-34,AC523H,GE4,8
2015,MK,M,Y25-34,AC523H,GE4,8.1
2015,RS,M,Y25-34,AC523H,GE4,12
2022,RS,M,Y25-34,AC523H,GE4,7.7
2022,TR,M,Y25-34,AC523H,GE4,5.7
2006,BE,F,Y25-34,AC523H,GE4,21.4
2015,BE,F,Y25-34,AC523H,GE4,25.8
2022,BE,F,Y25-34,AC523H,GE4,17.6
2006,BG,F,Y25-34,AC523H,GE4,16.6
2015,BG,F,Y25-34,AC523H,GE4,5.7
2022,BG,F,Y25-34,AC523H,GE4,5.7
2006,CZ,F,Y25-34,AC523H,GE4,33
2015,CZ,F,Y25-34,AC523H,GE4,34.4
2022,CZ,F,Y25-34,AC523H,GE4,19.6
2006,DK,F,Y25-34,AC523H,GE4,32.6
2015,DK,F,Y25-34,AC523H,GE4,19
2022,DK,F,Y25-34,AC523H,GE4,24.1
2006,DE,F,Y25-34,AC523H,GE4,27.3
2015,DE,F,Y25-34,AC523H,GE4,29.6
2006,EE,F,Y25-34,AC523H,GE4,26.1
2015,EE,F,Y25-34,AC523H,GE4,30.1
2022,EE,F,Y25-34,AC523H,GE4,19.8
2006,IE,F,Y25-34,AC523H,GE4,25
2015,IE,F,Y25-34,AC523H,GE4,25.4
2022,IE,F,Y25-34,AC523H,GE4,19.5
2006,EL,F,Y25-34,AC523H,GE4,5.6
2015,EL,F,Y25-34,AC523H,GE4,4.5
2022,EL,F,Y25-34,AC523H,GE4,6
2006,ES,F,Y25-34,AC523H,GE4,34.7
2015,ES,F,Y25-34,AC523H,GE4,28.8
2022,ES,F,Y25-34,AC523H,GE4,22.6
2006,FR,F,Y25-34,AC523H,GE4,33.4
2015,FR,F,Y25-34,AC523H,GE4,32.9
2022,FR,F,Y25-34,AC523H,GE4,19.8
2015,HR,F,Y25-34,AC523H,GE4,20.1
2022,HR,F,Y25-34,AC523H,GE4,12.5
2006,IT,F,Y25-34,AC523H,GE4,23.8
2015,IT,F,Y25-34,AC523H,GE4,21
2022,IT,F,Y25-34,AC523H,GE4,9.9
2006,CY,F,Y25-34,AC523H,GE4,15
2015,CY,F,Y25-34,AC523H,GE4,8.3
2022,CY,F,Y25-34,AC523H,GE4,0.5
2006,LV,F,Y25-34,AC523H,GE4,39.4
2015,LV,F,Y25-34,AC523H,GE4,25.5
2022,LV,F,Y25-34,AC523H,GE4,18.6
2006,LT,F,Y25-34,AC523H,GE4,16.6
2015,LT,F,Y25-34,AC523H,GE4,22.7
2022,LT,F,Y25-34,AC523H,GE4,11.7
2006,LU,F,Y25-34,AC523H,GE4,38.6
2015,LU,F,Y25-34,AC523H,GE4,43.8
2022,LU,F,Y25-34,AC523H,GE4,24.2
2006,HU,F,Y25-34,AC523H,GE4,44.6
2015,HU,F,Y25-34,AC523H,GE4,20.8
2022,HU,F,Y25-34,AC523H,GE4,7.5
2006,MT,F,Y25-34,AC523H,GE4,17.4
2015,MT,F,Y25-34,AC523H,GE4,22.5
2022,MT,F,Y25-34,AC523H,GE4,7.5
2006,NL,F,Y25-34,AC523H,GE4,27.5
2015,NL,F,Y25-34,AC523H,GE4,33.7
2022,NL,F,Y25-34,AC523H,GE4,21.3
2006,AT,F,Y25-34,AC523H,GE4,52.4
2015,AT,F,Y25-34,AC523H,GE4,24.2
2022,AT,F,Y25-34,AC523H,GE4,16.2
2006,PL,F,Y25-34,AC523H,GE4,23.9
2015,PL,F,Y25-34,AC523H,GE4,12.8
2022,PL,F,Y25-34,AC523H,GE4,12.6
2006,PT,F,Y25-34,AC523H,GE4,32.6
2015,PT,F,Y25-34,AC523H,GE4,30.3
2022,PT,F,Y25-34,AC523H,GE4,31.2
2015,RO,F,Y25-34,AC523H,GE4,14.7
2022,RO,F,Y25-34,AC523H,GE4,8.5
2006,SI,F,Y25-34,AC523H,GE4,22.5
2015,SI,F,Y25-34,AC523H,GE4,32.4
2022,SI,F,Y25-34,AC523H,GE4,24.3
2006,SK,F,Y25-34,AC523H,GE4,23.8
2015,SK,F,Y25-34,AC523H,GE4,16.6
2022,SK,F,Y25-34,AC523H,GE4,8
2006,FI,F,Y25-34,AC523H,GE4,47.6
2015,FI,F,Y25-34,AC523H,GE4,27.6
2022,FI,F,Y25-34,AC523H,GE4,18.3
2006,SE,F,Y25-34,AC523H,GE4,32.9
2015,SE,F,Y25-34,AC523H,GE4,33.2
2022,SE,F,Y25-34,AC523H,GE4,15.2
2006,IS,F,Y25-34,AC523H,GE4,24.6
2015,IS,F,Y25-34,AC523H,GE4,28.7
2006,NO,F,Y25-34,AC523H,GE4,31.5
2015,NO,F,Y25-34,AC523H,GE4,27.6
2022,NO,F,Y25-34,AC523H,GE4,9.5
2015,CH,F,Y25-34,AC523H,GE4,41.9
2022,CH,F,Y25-34,AC523H,GE4,36.2
2006,UK,F,Y25-34,AC523H,GE4,34.3
2015,UK,F,Y25-34,AC523H,GE4,35.4
2015,ME,F,Y25-34,AC523H,GE4,17.8
2022,ME,F,Y25-34,AC523H,GE4,5.9
2015,MK,F,Y25-34,AC523H,GE4,9.2
2015,RS,F,Y25-34,AC523H,GE4,15.8
2022,RS,F,Y25-34,AC523H,GE4,8.5
2022,TR,F,Y25-34,AC523H,GE4,5.2
2006,BE,T,Y35-49,AC523H,GE4,27.8
2015,BE,T,Y35-49,AC523H,GE4,31.2
2022,BE,T,Y35-49,AC523H,GE4,19.7
2006,BG,T,Y35-49,AC523H,GE4,11.9
2015,BG,T,Y35-49,AC523H,GE4,11.7
2022,BG,T,Y35-49,AC523H,GE4,7
2006,CZ,T,Y35-49,AC523H,GE4,34.7
2015,CZ,T,Y35-49,AC523H,GE4,37
2022,CZ,T,Y35-49,AC523H,GE4,26.2
2006,DK,T,Y35-49,AC523H,GE4,35.3
2015,DK,T,Y35-49,AC523H,GE4,22.2
2022,DK,T,Y35-49,AC523H,GE4,25.8
2006,DE,T,Y35-49,AC523H,GE4,25.6
2015,DE,T,Y35-49,AC523H,GE4,30.8
2006,EE,T,Y35-49,AC523H,GE4,22.5
2015,EE,T,Y35-49,AC523H,GE4,28.9
2022,EE,T,Y35-49,AC523H,GE4,21.1
2006,IE,T,Y35-49,AC523H,GE4,31.9
2015,IE,T,Y35-49,AC523H,GE4,22.7
2022,IE,T,Y35-49,AC523H,GE4,15.6
2006,EL,T,Y35-49,AC523H,GE4,8.5
2015,EL,T,Y35-49,AC523H,GE4,4.3
2022,EL,T,Y35-49,AC523H,GE4,6.9
2006,ES,T,Y35-49,AC523H,GE4,43.4
2015,ES,T,Y35-49,AC523H,GE4,27.3
2022,ES,T,Y35-49,AC523H,GE4,20.1
2006,FR,T,Y35-49,AC523H,GE4,40.6
2015,FR,T,Y35-49,AC523H,GE4,36.5
2022,FR,T,Y35-49,AC523H,GE4,18.8
2015,HR,T,Y35-49,AC523H,GE4,11.7
2022,HR,T,Y35-49,AC523H,GE4,13.4
2006,IT,T,Y35-49,AC523H,GE4,26.6
2015,IT,T,Y35-49,AC523H,GE4,18.6
2022,IT,T,Y35-49,AC523H,GE4,6.8
2006,CY,T,Y35-49,AC523H,GE4,16.4
2015,CY,T,Y35-49,AC523H,GE4,6.8
2022,CY,T,Y35-49,AC523H,GE4,3.3
2006,LV,T,Y35-49,AC523H,GE4,25
2015,LV,T,Y35-49,AC523H,GE4,21.6
2022,LV,T,Y35-49,AC523H,GE4,15.8
2006,LT,T,Y35-49,AC523H,GE4,22.1
2015,LT,T,Y35-49,AC523H,GE4,10.4
2022,LT,T,Y35-49,AC523H,GE4,11.1
2006,LU,T,Y35-49,AC523H,GE4,41.2
2015,LU,T,Y35-49,AC523H,GE4,47.1
2022,LU,T,Y35-49,AC523H,GE4,18.8
2006,HU,T,Y35-49,AC523H,GE4,49.4
2015,HU,T,Y35-49,AC523H,GE4,17.3
2022,HU,T,Y35-49,AC523H,GE4,7.6
2006,MT,T,Y35-49,AC523H,GE4,26.4
2015,MT,T,Y35-49,AC523H,GE4,33.7
2022,MT,T,Y35-49,AC523H,GE4,12
2006,NL,T,Y35-49,AC523H,GE4,37.1
2015,NL,T,Y35-49,AC523H,GE4,36.1
2022,NL,T,Y35-49,AC523H,GE4,20.2
2006,AT,T,Y35-49,AC523H,GE4,49.7
2015,AT,T,Y35-49,AC523H,GE4,28
2022,AT,T,Y35-49,AC523H,GE4,14.9
2006,PL,T,Y35-49,AC523H,GE4,30.8
2015,PL,T,Y35-49,AC523H,GE4,19.4
2022,PL,T,Y35-49,AC523H,GE4,14.7
2006,PT,T,Y35-49,AC523H,GE4,41.5
2015,PT,T,Y35-49,AC523H,GE4,36
2022,PT,T,Y35-49,AC523H,GE4,31.8
2015,RO,T,Y35-49,AC523H,GE4,17.1
2022,RO,T,Y35-49,AC523H,GE4,6.5
2006,SI,T,Y35-49,AC523H,GE4,36.8
2015,SI,T,Y35-49,AC523H,GE4,48.4
2022,SI,T,Y35-49,AC523H,GE4,26.4
2006,SK,T,Y35-49,AC523H,GE4,22.6
2015,SK,T,Y35-49,AC523H,GE4,15.6
2022,SK,T,Y35-49,AC523H,GE4,8.8
2006,FI,T,Y35-49,AC523H,GE4,52.6
2015,FI,T,Y35-49,AC523H,GE4,30.2
2022,FI,T,Y35-49,AC523H,GE4,21.8
2006,SE,T,Y35-49,AC523H,GE4,41.3
2015,SE,T,Y35-49,AC523H,GE4,37.4
2022,SE,T,Y35-49,AC523H,GE4,16.3
2006,IS,T,Y35-49,AC523H,GE4,24.5
2015,IS,T,Y35-49,AC523H,GE4,30.6
2006,NO,T,Y35-49,AC523H,GE4,42.4
2015,NO,T,Y35-49,AC523H,GE4,29
2022,NO,T,Y35-49,AC523H,GE4,12.5
2015,CH,T,Y35-49,AC523H,GE4,40.5
2022,CH,T,Y35-49,AC523H,GE4,27.5
2006,UK,T,Y35-49,AC523H,GE4,44.6
2015,UK,T,Y35-49,AC523H,GE4,40.5
2022,ME,T,Y35-49,AC523H,GE4,1.6
2015,MK,T,Y35-49,AC523H,GE4,13.5
2015,RS,T,Y35-49,AC523H,GE4,13.6
2022,RS,T,Y35-49,AC523H,GE4,7.7
2022,TR,T,Y35-49,AC523H,GE4,4.4
2006,BE,M,Y35-49,AC523H,GE4,27.1
2015,BE,M,Y35-49,AC523H,GE4,30.9
2022,BE,M,Y35-49,AC523H,GE4,18.9
2006,BG,M,Y35-49,AC523H,GE4,11.9
2015,BG,M,Y35-49,AC523H,GE4,8.8
2022,BG,M,Y35-49,AC523H,GE4,6.2
2006,CZ,M,Y35-49,AC523H,GE4,30.7
2015,CZ,M,Y35-49,AC523H,GE4,34.1
2022,CZ,M,Y35-49,AC523H,GE4,24.4
2006,DK,M,Y35-49,AC523H,GE4,29.7
2015,DK,M,Y35-49,AC523H,GE4,26.3
2022,DK,M,Y35-49,AC523H,GE4,25.5
2006,DE,M,Y35-49,AC523H,GE4,24.6
2015,DE,M,Y35-49,AC523H,GE4,28.1
2006,EE,M,Y35-49,AC523H,GE4,22.3
2015,EE,M,Y35-49,AC523H,GE4,27.9
2022,EE,M,Y35-49,AC523H,GE4,21.5
2006,IE,M,Y35-49,AC523H,GE4,31.1
2015,IE,M,Y35-49,AC523H,GE4,27.8
2022,IE,M,Y35-49,AC523H,GE4,16.4
2006,EL,M,Y35-49,AC523H,GE4,6.9
2015,EL,M,Y35-49,AC523H,GE4,4.1
2022,EL,M,Y35-49,AC523H,GE4,6.7
2006,ES,M,Y35-49,AC523H,GE4,40.8
2015,ES,M,Y35-49,AC523H,GE4,26
2022,ES,M,Y35-49,AC523H,GE4,21
2006,FR,M,Y35-49,AC523H,GE4,39.3
2015,FR,M,Y35-49,AC523H,GE4,36.3
2022,FR,M,Y35-49,AC523H,GE4,18.6
2015,HR,M,Y35-49,AC523H,GE4,8
2022,HR,M,Y35-49,AC523H,GE4,13
2006,IT,M,Y35-49,AC523H,GE4,25.4
2015,IT,M,Y35-49,AC523H,GE4,18.4
2022,IT,M,Y35-49,AC523H,GE4,6.2
2006,CY,M,Y35-49,AC523H,GE4,17
2015,CY,M,Y35-49,AC523H,GE4,5.8
2022,CY,M,Y35-49,AC523H,GE4,3.4
2006,LV,M,Y35-49,AC523H,GE4,19.6
2015,LV,M,Y35-49,AC523H,GE4,18.7
2022,LV,M,Y35-49,AC523H,GE4,16.2
